Disclaimer: CPSC does not guarantee the accuracy, completeness, or adequacy of the contents of the Publicly Available Consumer Product Safety Information Database on SaferProducts.gov, particularly with respect to information submitted by people outside of CPSC.
"Curious George Plush Dolls Recalled By Marvel Toys Due to Risk of Lead Exposure",11/8/2007 ,"This recall involves Curious George 12-inch plush dolls with a plastic face. The dolls are dressed to represent five various themes: birthday, fireman, sweet dreams, tool time and tool time with a soft face. The plush dolls were sold with a Curious George storybook or activity book. The following product and SKU numbers are printed on the packaging. Birthday 90253/ 8-83199-90253-5 Fireman 90246/ 8-83199-90246-7 Sweet Dreams 90247/ 8-83199-90247-4 Tool Time 90251/ 8-83199-90251-1 Tool Time (soft face) 90251/ 8-83199-90251-1",08079,https://www.cpsc.gov/Recalls/2008/Curious-George-Plush-Dolls-Recalled-By-Marvel-Toys-Due-to-Risk-of-Lead-Exposure
"Baby Dolls Recalled by Lakeshore Learning Materials Due to Choking Hazard",3/27/2012 ,"Feels Real Baby Dolls are 14-inch high plastic dolls with movable arms, legs, and head. The dolls are Hispanic, Caucasian, Asian and Black and are dressed in diapers with a colored hearts, stars and swirl print. Two labels are sewn inside the back of the diaper. Lakeshore is written on the larger label. The number 550200 is written on the smaller label.",12728,https://www.cpsc.gov/Recalls/2012/Baby-Dolls-Recalled-by-Lakeshore-Learning-Materials-Due-to-Choking-Hazard
"Choking Hazard Leads To Recall Of 2 Dolls",2/28/1989 ,"February 28, 1989 Release # 89-018 Choking Hazard Leads To Recall Of 2 Dolls WASHINGTON -- Learn and Play Pal and Soft Sisters dolls, which were sold nationwide last year in toy, chain and drug stores, are being recalled by Lovee Doll Company of Brooklyn, N.Y. in cooperation with the U.S. Consumer Product Safety Commission (CPSC). The buttons or a buckle on the clothing of the dolls could come off and present a choking hazard to young children.Standing 16 inches tall, Learn and Play Pals #41215 and 09-41215 are soft-filled dolls with brown or white faces and red or brown hair. They are dressed in a multi-striped shirt and blue overalls with a button, buckle, snap, zipper and shoelace attached, so children can learn how to use the items.Soft Sisters #35350 are baby dolls, 12 inches tall, with soft bodies, plastic faces, curly hair and black or white skin color. One doll comes dressed in overalls with straps which are attached in front by two half-inch buttons.According to the company, about 8,000 dolls distributed for sale in 1987. The Lovee label appears only on the package and not on the dolls.Consumers having any of the dolls with buttons or buckles on the clothing should immediately remove the buttons and buckles or take the dolls away from young children and return the dolls to the store where purchased for a refund of the full purchase price.U. S. Customs Service identified the potentially hazardous dolls imported from Hong Kong at the Port of Newark, N.J. during Operation Toyland, a joint surveillance program with the U.S. Consumer Product Safety Commission",89018,https://www.cpsc.gov/Recalls/1989/Choking-Hazard-Leads-To-Recall-Of-2-Dolls
"Craft Dolls Recalled; Arms May Present Choking Hazard",7/20/1989 ,"July 20, 1989 Release # 89-070 Craft Dolls Recalled; Arms May Present Choking Hazard WASHINGTON, D.C. -- Twelve models of dolls called Cupie Dolls and sold as home craft products since June 1982, are being voluntarily recalled by Mangelsen's of Omaha, Nebraska. Tests conducted by the U.S. Consumer Product Safety Commission (CPSC) show that the dolls' arms may come off and present a choking hazard to young children.Sold under the label, Doll Craftin, the recalled models include: 411 Cupie Doll models 155-67, 156-07, 156-09; 5 3/411 Cupie Doll model 156-13; 4 1/211 Sitting Honey Doll model 156-63; 4 3/411 Jill Doll with Top Knot model 157-96; 5 1/211 Honey Bun Doll models 158-43, 158-45, 158-46; 5 1/211 Curly-One Doll models 158-69, 158-70; 4 1/211 Sitting Curly-One Doll models 158-71 through 158-76; Honey Dear Dolls models 158-77 through 158-82; and two unnamed dolls, models 156-61 and 157-97.Cupie Dolls are soft plastic unclothed baby dolls with rooted fake hair, yarn hair, or molded hair. The dolls were sold in clear plastic bags with cardboard headers labeled, Doll Craftin and Made in Hong Kong or ... Taiwan.Consumers who have the recalled Cupie Doll dolls being recalled should immediately take-them away from young children and return them to Mangelsen's, Inc., 5455 South 90th Street, Omaha, NE 68127 for a refund of the full purchase price and postage; or consumers may request the next largest size doll which has no hazardous small parts",89070,https://www.cpsc.gov/Recalls/1989/Craft-Dolls-Recalled-Arms-May-Present-Choking-Hazard
"Baby Doll Pacifier Recall by JA-RU",7/24/1989 ,"Baby Doll Pacifier Recall by JA-RU NEWS from CPSC U.S. Consumer Product Safety Commission Office of Information and Public Affairs Washington, DC 20207 FOR IMMEDIATE RELEASE July 24, 1989 Release # 89-071 Replacement Program For Baby Doll Pacifier WASHINGTON, DC -- In cooperation with the U.S. Consumer Product Safety Commission (CPSC), JA-RU, INC., Jacksonville, Florida, has announced a replacement program for the baby doll pacifiers contained in its Model No. 1058 NEW BABY. The doll's pacifier violates CPSC's small parts regulation. JA-RU, Inc. is offering to replace the pacifier with a free baby milk bottle designed to eliminate the potential for accidental ingestion. Approximately 30,984 dolls were sold nationwide from January 2, 1987 to April 17, 1989 for $1.99. The doll, approximately 6 long, has a vinyl head (no hair) and vinyl arms and legs that attach to a soft body. The doll is dressed in a two piece pajama type outfit (pink or blue with white trim) with Velcro closures. The pacifier is hung on a string around the neck of the doll. Consumers are advised to discard the original doll pacifier immediately. Neither the Company nor CPSC has received any reports of ingestion or injury associated with the doll's pacifier. Consumers who desire a free baby bottle replacement should contact JA-RU, INC. at (904) 733-9311 or write to: JA-RU INC. 4030 Phillips Highway Jacksonville, Florida 32207",89071,https://www.cpsc.gov/Recalls/1989/Replacement-Program-For-Baby-Doll-Pacifier
"Hasbro, Inc. Recalls Love A Bye Baby",4/3/1990 ,"CONTACT: April 3, 1990 (301) 504-7908 Release # 90-066 Hasbro, Inc. Recalls Love A Bye Baby Washington, DC -- In cooperation with the U.S. Consumer Product Safety Commission (CPSC), Hasbro, Inc. is voluntarily recalling its Love-A-Bye Baby doll line because the CPSC has determined that the doll's arms, baby bottle and comb are small parts that could present a serious choking hazard to young children under three years of age. The dolls are 3-1/2 inches tall and come in black or white with curly or straight hair, with and without hair ribbons. The sets include a Love-A-Bye Baby doll, a 1-1/2 inch baby bottle, and a two-inch comb and sold for between $2.00 and $5.00 each. Other Love-A-Bye doll accessories are sold separately but are not being recalled. Approximately 3,749,000 were distributed nationwide from December 1987 to March 1989. Consumers should take the doll, baby bottle, and comb away from young children immediately and return them to the store where purchased for a refund. Consumers may also return them to Hasbro, Inc., 450 Division Street, Pawtucket, RI 02861 for a refund. For further information about this recall, consumers may call 1-800-242-7276. While neither the CPSC nor Hasbro, Inc. are aware of any injuries or complaints involving the Love-A-Bye Baby doll, this recall is being under taken to prevent that possibility",90066,https://www.cpsc.gov/Recalls/1990/Hasbro-Inc-Recalls-Love-A-Bye-Baby
"Doll Clothing Sets Recalled by Manhattan Group Due to Violation of Lead Paint Standard",12/3/2008 ,"The recalled doll clothing set features a two-piece pajama set, eye mask and slippers. The pajama top is pink satin and the pants are dark brown with multiple-colored flowers printed on them.",09059,https://www.cpsc.gov/Recalls/2009/Doll-Clothing-Sets-Recalled-by-Manhattan-Group-Due-to-Violation-of-Lead-Paint-Standard
"Direct Connection, Inc. Recalls Musical Dolls Due To Choking Hazard",3/28/1991 ,"March 28, 1991 Release # 91-051 Direct Connection, Inc. Recalls Musical Dolls Due To Choking Hazard WASHINGTON, DC -- In cooperation with the U.S. Consumer Product Safety Commission (CPSC), Direct Connection, Inc., City of Industry, CA is voluntarily recalling approximately 500 Musical Dolls model numbers DC-541, DC-542, DC-543, DC-544, DC-545, DC-546, DC-547, DC-548, DC-549, DC-550, DC-551 and DC-552. When CPSC tested the dolls in accordance with regulations under the Federal Hazardous Substances Act, the plastic button eyes separated from the dolls' heads. These eyes are small parts that pose a potential choking hazard for young children. The cloth wind-up musical dolls stand 12 inches tall; are clothed in an array of colorful print dresses; have bendable arms and legs (the legs may be adjusted for the doll to sit); colorful yarn hair with bow to match dresses, and panties, socks, and booties; and have a rotating head movement when the wind-up key to the music box is activated to play It's a Small World. The label located underneath the dress reads in part Direct Connections, Inc., S. El Monte, CA, Made in Philippines. Only dolls with the plastic button eyes are subject to recall. Dolls of the same style and model numbers, but with printed eyes are not being recalled. The dolls, imported by Direct Connection, Inc., were sold nationwide through retail stores and gift shops from April 1990 to August 1990 for $25.00 each. Consumers are urged to take the toy away from young children immediately and return it to the store where purchased for a refund or they may mail the product to Direct Connection, Inc., 15364 E. Valley Blvd., City of Industry, CA 91746, for a full refund of the purchase price and shipping costs. For more information about this recall, consumers in California may call Direct Connection at 1-818-855-2888. A toll free number, 1-800- 582-6565, is provided for consumers outside of California. Neither Direct Connection nor the CPSC is aware of any injuries involving this product. This voluntary recall is being conducted to prevent the possibility of injury. The potentially hazardous toys were identified by CPSC during an inspection of Direct Connection, Inc. The CPSC's mission is to protect the public from unreasonable risks of injury and death associated with consumer products. The CPSC is the Federal agency responsible for consumer product safety. Some 15,000 different types of consumer products fall within the Commission's jurisdiction and each year these products are involved in an estimated 30 million injuries and 22,000 deaths",91051,https://www.cpsc.gov/Recalls/1991/Direct-Connection-Inc-Recalls-Musical-Dolls-Due-To-Choking-Hazard
"Lan Enterprises Recalls Doll Strollers After Child's Finger Tip was Severed; Product Also Poses an Entrapment Hazard to Young Children",9/28/2007 ,"The Mini Zooper Doll Stroller has a silver metal frame with a bright pink cotton canvas seat cover. Pottery Barn Kids is printed on a label on the canvas seat cover.",07317,https://www.cpsc.gov/Recalls/2007/Lan-Enterprises-Recalls-Doll-Strollers-After-Childs-Finger-Tip-was-Severed-Product-Also-Poses-an-Entrapment-Hazard-to-Young-Children
"OKK Trading Recalls Baby Dolls Due to Choking Hazard",4/4/2007 ,"This recall involves the Lovely Baby and Happy Baby plastic dolls. The dolls come in different sizes ranging from six to 11 inches tall. Some dolls come in a basket and have a baby bottle and some sing when pressed on the abdominal area. The packaging is a clear plastic bag sealed at the top with a cardboard label with the name Lovely Baby or Happy Baby printed on it.",07146,https://www.cpsc.gov/Recalls/2007/OKK-Trading-Recalls-Baby-Dolls-Due-to-Choking-Hazard
"Craft Dolls Recalled By Wang's International",8/2/1988 ,"Craft Dolls Recalled By Wang's International NEWS from CPSC U.S. Consumer Product Safety Commission Office of Information and Public Affairs Washington, DC 20207 FOR IMMEDIATE RELEASE August 2, 1988 Release # 88-60 Wang's International Recalls Craft Dolls WASHINGTON, DC - In cooperation with the U.S. Consumer Product Safety Commission, Wang's International, Inc., Memphis, Tennessee is voluntarily recalling two styles of its craft dolls. These dolls have arms which may be pulled off and present a choking hazard to young children. Neither CPSC nor Wang's International know of any injuries involving these craft dolls. Wang's International packaged these unclothed soft plastic dolls in clear plastic bags with labels. One doll is a 4 1/2-inch Cupid doll #PDT 3538. The other is a 5 1/2-inch doll #PDT631D, which has red hair, freckles and red painted-on shoes. The identification numbers only appear on the package labels and not on the dolls themselves. These craft dolls were sold through craft stores nationwide, retailing for approximately $1.00 each. Consumers who purchased these dolls should take them away from young children and return the dolls to the place of purchase for a full refund of the purchase price. If you have any questions, call Wang's International, Inc. toll-free at 1-800-824-0467.",88060,https://www.cpsc.gov/Recalls/1988/Wangs-International-Recalls-Craft-Dolls
"Rainbow Kids Dolls Recalled By Importer",8/4/1988 ,"August 4, 1988 Release # 88-062 Rainbow Kids Dolls Recalled By Importer WASHINGTON, DC - Oriental Trading Company of Omaha, Neb., is voluntarily recalling its Sweetheart Rainbow Kids dolls because the arms and shoes can come off and present a choking hazard to young children. Neither the U.S. Consumer Product Safety Commission nor the Oriental Trading Company is aware of any reports of injuries involving the doll. The dolls, which are 5 1/2 inches tall, have rosy cheeks with freckles, striped caps, simple clothes and white plastic shoes. Made in Hong Kong is stamped on the doll's back. Some 45,000 dolls were sold nationwide between February 1986 and March 1988.Consumers should immediately take the dolls away from young children and return them to the place of purchase for a full refund. Anyone needing additional information may call Oriental Trading Company at 1-800-228-0475. Nebraska residents may call toll-free at 1-800-245-5749",88062,https://www.cpsc.gov/Recalls/1988/Rainbow-Kids-Dolls-Recalled-By-Importer-
"Love Me Tender Dolls Recalled By Tonka Products",11/3/1998 ,"November 3, 1988 Release # 88-093 Love Me Tender Dolls Recalled By Tonka Products WASHINGTON-Tonka Products, Division of Tonka Corporation, is voluntarily recalling its Love Me Tender dolls because the plastic eyes may come off and could present a choking hazard to young children. Tonka instituted the recall in cooperation with the U.S. Consumer Product Safety Commission (CPSC). The company acknowledged having received 76 reports from consumers about model #8900 and #8901 dolls where the eyes had come off. While no injuries have been reported, the company said it is recalling the dolls to prevent any ingestion of small parts. More that 100,000 of these dolls were sold nationwide since July 1987 for $18-$30. Consumers are urged to take the dolls away from young children and return the dolls either to the place of purchase or to Tonka Products, Attention: Department K, 2950 Robertson Avenue, Cincinnati, OH 45209, for a full refund of the purchase price. To obtain a prepaid mailing label or for more information, consumers may call the company toll-free at 1-800-548-7262 between 9 a.m. and 5 p.m. Eastern Standard Time",88093,https://www.cpsc.gov/Recalls/1988/Love-Me-Tender-Dolls-Recalled-By-Tonka-Products
"Jak Pak, Inc. Recalls Rain Or Shine Dolls",12/24/1991 ,"DECEMBER 24, 1991 Release # 92-038 Jak Pak, Inc. Recalls Rain Or Shine Dolls WASHINGTON, DC -- In cooperation with the U.S. Consumer Product Safety Commission (CPSC), Jak Pak, Inc., of Milwaukee, WI is voluntarily recalling 6,939 Rain or Shine Dolls, model JP #0137. When CPSC tested the dolls in accordance with regulations under the Federal Hazardous Substances Act, the doll's movable arms separated. The arms are small parts that pose a potential choking hazard for young children. The doll is plastic with brown rooted hair, painted facial features and stands 6-1/4 inches tall. It wears a removable plastic raincoat that fastens with velcro, removable shoes and socks, and underwear that is not removable. The doll's head, arms and legs move at the main body joints. The label on the cardboard header reads in part: Rain or Shine Doll . . . 1988 JAK PAK, INC. Milwaukee, WI 53201, Made in China . . . The Rain or Shine Doll imported by Jak Pak, Inc. was sold nationwide at all types of retail outlets from January 1990 through December 1991 for an estimated price of $2.00 to $3.00 each. Consumers are urged to take the doll away from young children immediately and return it to the store where purchased for a full refund of the purchase price. For more information about this recall, consumers may contact Jak Pak, Inc. at 1-800-526-0113. Neither the CPSC nor the company is aware of any injuries involving the dolls. This voluntary recall is being conducted to prevent the possibility of injury. The potentially hazardous dolls were identified at the Port of Milwaukee, WI, during a joint CPSC/U.S. Customs surveillance program. The CPSC is announcing this recall as part of its mission to protect the public from unreasonable risks of injury and death associated with consumer products. The Commission's objective is to reduce the estimated 28.5 million injuries and 21,600 deaths associated each year with the 15,000 different types of consumer products under CPSC's jurisdiction",92038,https://www.cpsc.gov/Recalls/1992/Jak-Pak-Inc-Recalls-Rain-Or-Shine-Dolls
"Creative Products, Inc. Recalls Lovely Sonny Doll Due To Choking Hazard",8/18/1992 ,"August 18, 1992 Release # 92-128 Creative Products, Inc. Recalls Lovely Sonny Doll Due To Choking Hazard PRODUCT: Lovely Sonny dolls, model number 1079, imported by Creative Products, Inc. PROBLEM: The doll's arms separated from the arm sockets and a small piece of plastic from inside the doll fell out of the socket presenting a potential choking hazard for young children. WHAT TO DO: Return to place of purchase for a refund. For more information about this recall, consumers may contact Creative Products, Inc. at (708)673-1900. WASHINGTON, DC -- In cooperation with the U.S. Consumer Product Safety Commission (CPSC), Creative Products, Inc., of Skokie, IL, is voluntarily recalling 4,334 Lovely Sonny dolls, model number 1079. When CPSC tested the dolls, the arms separated from the arm sockets and a small plastic piece from inside the doll fell out of the socket presenting a potential choking hazard for young children. The vinyl Lovely Sonny doll is 6-1/2 inches tall with a painted face, blond hair, and moveable arms and legs. It is dressed in a non- removeable one piece dress and was sold in a 7-1/4 inch woven basket with one handle on each side. When purchased, the doll was packaged in a cellophane wrapping with a cardboarder header. The label on the header reads in part: Lovely Sonny * * * MADE IN CHINA. The Lovely Sonny doll, imported by Creative Products, Inc., was sold at three stores: The Bazaar, Inc., Cicero, IL; One Dollar Shops, Inc., Branson, MO; and N.B. Wholesale, Houston, TX. The doll sold for $1.00 each from early December through December 31, 1991. Consumers are urged to take the dolls away from young children immediately and return them to the store where purchased for a full refund. For more information about this recall, consumers may contact Creative Products, Inc. at (708)673-1900. Neither CPSC nor the company is aware of any injuries involving this product. This voluntary recall is being conducted to prevent the possibility of injury. The potentially hazardous toy was identified at the Port of Chicago, IL, during a joint CPSC/U.S. Customs surveillance program. CPSC is announcing this recall as part of its mission to protect the public from unreasonable risks of injury and death associated with consumer products. The Commission's objective is to reduce the estimated 28.5 million injuries and 21,600 deaths associated each year with the 15,000 different types of consumer products under CPSC's jurisdiction",92128,https://www.cpsc.gov/Recalls/1992/Creative-Products-Inc-Recalls-Lovely-Sonny-Doll-Due-To-Choking-Hazard
"Miniature Rocking Chairs Recalled by Effanbee Doll Company",1/29/1998 ,"Miniature Rocking Chairs Recalled by Effanbee Doll Company NEWS from CPSC U.S. Consumer Product Safety Commission Office of Information and Public Affairs Washington, DC 20207 FOR IMMEDIATE RELEASE January 29, 1998 Release # 98-060 Company Phone Number: (800) 226-3647 CPSC Consumer Hotline: (800) 638-2772 CPSC Media Contact: Nychelle Fleming, (301) 504-7063 CPSC, Effanbee Doll Company Announce Recall of Miniature Rocking Chairs WASHINGTON, D.C. - In cooperation with the U.S. Consumer Product Safety Commission (CPSC), the Effanbee Doll Company of East Brunswick, N.J., is recalling about 2,500 miniature rocking chairs. The chair has excessive levels of lead in the paint, presenting a potential lead poisoning hazard to young children. CPSC and Effanbee are not aware of any illnesses or injuries involving this product. This recall is being conducted to prevent the possibility of illness or injury. The rocking chair is wooden and each side of the chair is shaped into a cat's profile. The chair is painted white and the cat profiles are painted white with yellow outlines. The cat wears a green collar decorated with yellow and red dots. The cat also has brown flecks around its paws and tail. The cat has a red mouth, black nose, and black and gray eyes and ears. The chair measures about 1.75 inches wide and 4 inches long at its base. The rocking chair is part of the Wee Patsy Travel Set, which includes a miniature suitcase, two dolls, a paper doll book, doll clothing, a miniature train, a clown clothes tree, a miniature jack-in-the box, a plastic cat and the miniature rocking chair. Only the rocking chair is being recalled. Doll, gift, collectible and specialty toy stores nationwide, J.C. Penney catalogs and the Effanbee Collector's Society sold the Wee Patsy Travel Set from June 1996 through December 1996 for about $115. Consumers should take the miniature rocking chair away from children immediately. Effanbee is offering consumers a $5 refund, including postage, for the return of the miniature rocking chair. For information on how to return the miniature rocking chair and obtain a refund, consumers should call Effanbee at (800) 226-3647 between 9 a.m. and 5 p.m. EST Monday through Friday or write to the company at 19 Lexington Ave., East Brunswick, NJ 08816.",98060,https://www.cpsc.gov/Recalls/1998/CPSC-Effanbee-Doll-Company-Announce-Recall-of-Miniature-Rocking-Chairs
"Flying Dolls Recalled by Rite Aid",2/17/1998 ,"Flying Dolls Recalled by Rite Aid NEWS from CPSC U.S. Consumer Product Safety Commission Office of Information and Public Affairs Washington, DC 20207 FOR IMMEDIATE RELEASE February 17, 1998 Release # 98-067 Company Phone Number: (888) 468-4356, ext. 8302 CPSC Consumer Hotline: (800) 638-2772 CPSC Media Contact: Nychelle Fleming, (301) 504-7063 CPSC, Rite Aid Corp. Announce Recall of Two Flying Dolls WASHINGTON, D.C. - In cooperation with the U.S. Consumer Product Safety Commission (CPSC), Rite Aid Corp. of Camp Hill, Pa., is recalling about 12,000 Cyber Fighter and Flying Angel dolls. During use, the wings of these flying dolls can break off, and possibly cause serious eye injuries to consumers. CPSC and Rite Aid have received one report of a doll's wing breaking off during use,resulting in a laceration above the eye of a nearby child. The Cyber Fighter doll, measuring about 5 1/2 inches tall, is made of plastic, and has black pants, silver arms, a helmet with black goggles, gold boots and a yellow lightning bolt on a red vest. Its arms are strapped onto black wings with red tips, which are outstretched from the doll's body. The doll can be attached to a blue plastic launcher with gold trim by a stand under its feet. The words, CHAP MEI CHINA are printed on the launcher. The Flying Angel doll, measuring about 6 inches tall, is dressed in a blue and purple tutu with gold trim. The doll has pink stockings and a purple bow in its orange hair. Its outstretched arms are attached to pink wings with red tips. The launcher is pink with the words, Flying Angel written in the white trim. The handle that pulls the string is gold. Both dolls are packaged on colorful cardboad backers with their launcher and are covered with clear plastic. Agglo and MADE IN CHINA are printed on the bottom front of the packages. Rite Aid drug stores in the eastern U.S. sold the dolls from February 1997 through January 1998 for about $3. Consumers should stop using the dolls immediately and return them to any Rite Aid store for a refund. For more information about this recall, consumers should call Rite Aid Corp. toll-free at (888) 468-4356, ext. 8302 between 9 a.m. and 4 p.m. EST Monday through Friday.",98067,https://www.cpsc.gov/Recalls/1998/-CPSC-Rite-Aid-Corp-Announce-Recall-of-Two-Flying-Dolls
"Star Wonders Flying Dolls Recall by Placo",8/27/1997 ,"Star Wonders Flying Dolls Recall by Placo NEWS from CPSC U.S. Consumer Product Safety Commission Office of Information and Public Affairs Washington, DC 20207 Note: Phone number change. FOR IMMEDIATE RELEASE CONTACT: Nychelle White Originally issued August 27, 1997; Revised July 9, 2001 (301) 504-7063 Release # 97-176 CPSC, Placo Announce Recall of Star Wonders Flying Dolls WASHINGTON, D.C. - In cooperation with the U.S. Consumer Product Safety Commission (CPSC), Placo Products Company of Commerce, Calif., is recalling about 140,000 Star Wonders dolls. During use, the wings of the flying dolls can break off, causing serious eye injuries to consumers. CPSC and Placo Products Company have received seven reports of the dolls' wings breaking off during use, resulting in serious eyes injuries, including corneal abrasions, torn retinas and blindness. The Star Wonders dolls, measuring 6 inches tall, are made of plastic in black or white flesh tones. They have colorful wings attached to their arms. The dolls have blond and purple hair and wear white body suits with red, blue, gold or green skirts and boots. The dolls can be attached by their feet to a 7-inch magical wand launcher decorated with a moon or a heart. The Star Wonders dolls spin into the air when consumers pull a retractable string on the magical wand launcher. A plastic star with a smile face is on the end of the retractable string. The words, Made in China, on the bottom of the magical wand launcher are the only identifying words on the product. The dolls are packaged in a colorful cardboard box with a clear plastic front from which the doll is visible. The box is labeled in part, Star Wonders...flies in the sky...Includes Star Wonders doll and magical wand. Toy, drug and discount stores nationwide sold the dolls from January 1996 through August 1997 for about $6. Consumers should stop using the dolls immediately and return them to the store where purchased for a full refund. For more information about this recall, consumers should call Placo Products Company at (626) 288-8220 between 9 a.m. and 4 p.m. PDT Monday through Friday.",97176,https://www.cpsc.gov/Recalls/1997/CPSC-Placo-Announce-Recall-of-Star-Wonders-Flying-Dolls-
"McCrory Corporation Recalls Sweet Family Blessings Baby Doll",3/8/1993 ,"FEBRUARY 8, 1993 Release # 93-040 PRODUCT: Approximately 89,000 Sweet Family Blessings Baby dolls, item numbers 208363 and 208371, model number 6957. The dolls are three inches tall, with vinyl heads and bodies, blond rooted hair and painted eyes. Each doll was sold in a blister pack with a comb, a brush, and one of the following: a rocking horse, cradle, high chair, stroller, bathtub, or a bed. PROBLEM: The arms and legs on the dolls could detach and become a choking hazard to young children. WHAT TO DO: Consumers are urged to take the dolls away from young children immediately and return them to the stores where purchased for a full refund. For more information, call 1-800-284-3704. WASHINGTON, DC -- CPSC, McCrory Corporation of York, PA is voluntarily recalling approximately 89,000 Sweet Family Blessings Baby dolls, item numbers 208363 and 208371, model number 6957, because the arms and legs could detach and become a choking hazard to young children. The Sweet Family Blessings Baby comes in six different styles. Each style comes with a three-inch doll with a vinyl head and body with blond rooted hair and painted eyes. Each doll was sold in a blister pack with a comb, a brush and one of the following items: a rocking horse, cradle, high chair, stroller, bathtub, or a bed. These dolls were sold nationwide between July 1, 1989 and October 31, 1992, by Britts, Elmore, McCrory, H.L. Green, Kress, McClellan, T.G.andY., Silver, J.J. Newberry, and G.C. Murphy, along with some independent variety stores. Each doll set sold for approximately $2.00. The package is labeled in part: Sweet Family Blessings Baby and Cititoy, Made in China Expressly for YDC, York, PA and For Ages 2 and Up. Neither CPSC nor the company is aware of any injuries involving these dolls. This voluntary recall is being conducted to prevent the possibility of injury. The potentially hazardous dolls were identified by the Connecticut Department of Consumer Protection and reported to CPSC. Consumers are urged to take the dolls away from young children immediately and return them to the stores where purchased for a full refund. Consumers with questions about this recall may contact McCrory Corporation toll-free at 1-800-284-3704. The U.S. Consumer Product Safety Commission is announcing this recall as part of its mission to protect the public from unreasonable risks of injury and death associated with consumer products. The Commission's objective is to reduce the estimated 28.5 million injuries and 21,600 deaths associated each year with the 15,000 different types of consumer products under CPSC's jurisdiction",93040,https://www.cpsc.gov/Recalls/1993/McCrory-Corporation-Recalls-Sweet-Family-Blessings-Baby-Doll
"Fisher-Price Recalls Snuggle Light Doll",8/12/1993 ,"August 12, 1993 Release # 93-102 PRODUCT: Approximately 420,000 Fisher-Price Snuggle Light dolls, model numbers 1372 and 1373, sold nationwide since February 1992. The Snuggle Light is a doll with a nightcap and pom-pom whose face lights up when its body is squeezed. PROBLEM: Fisher-Price has learned from consumers that very young children, primarily children five to seven months old, can get the doll's nightcap pom-pom into their mouths and choke or gag on it. Fisher-Price learned of five instances of children choking or gagging on the nightcap's pom-pom. The company has received no reports of injuries as a result of this problem. WHAT TO DO: Parents should cut off the doll's pom-pom and product label and send them to: Fisher-Price, Consumer Affairs, 636 Girard Avenue, East Aurora, NY 14052. Fisher-Price will send a new doll body (includes everything but the light component) on which the cap is sewn to the doll's head and does not swing freely. For more information, call Fisher-Price at 1-800-233-4004. WASHINGTON, DC -- CPSC, Fisher-Price, Inc., East Aurora, NY is announcing a recall program for its Snuggle Light dolls, model numbers 1372 and 1373, after learning of five instances of children choking or gagging on the doll's nightcap pom-pom. The program affects approximately 420,000 Snuggle Lights sold nationwide since February 1992. The company has received no reports of injuries as a result of this problem. The Snuggle Light is a doll whose face lights up when its body is squeezed. Fisher-Price has learned from consumers that very young children, primarily infants five to seven months old, can get the doll's pom-pom into their mouths and choke or gag on it. To eliminate this potential choking hazard, Fisher-Price is asking parents to cut off the pom-pom and the product label and send them to Fisher-Price, Consumer Affairs, 636 Girard Avenue, East Aurora, NY 14052. Fisher-Price will send a new Snuggle Light doll body (includes everything but light component) to consumers free of charge. If consumers have questions about this program, they can call Fisher-Price toll free at 1-800-233-4004 between 8:00 a.m. and 5:00 p.m. Eastern Time. Fisher-Price is asking that the dolls not be returned to retailers, but that consumers contact Fisher-Price for a new Snuggle Light doll body. Fisher-Price recently started shipping modified Snuggle Light dolls on which the cap is sewn to the doll's head and does not swing freely. This modification eliminates the possibility of a potential choking hazard. If you have this version of the doll, you need not contact Fisher-Price",93102,https://www.cpsc.gov/Recalls/1993/Fisher-Price-Recalls-Snuggle-Light-Doll
"CPSC, Lakeshore Learning Materials Announce Recall of Doll Sets",6/22/2004 ,"The recall involves Toddler Doll Family sets sold with four figurines, a mom, dad, brother and sister. The 4-inch-tall dolls have a wooden head, arms and feet. The body is constructed of wire, which makes the doll adjustable. Each doll has yarn hair and is dressed in various colored outfits.",04558,https://www.cpsc.gov/Recalls/2004/CPSC-Lakeshore-Learning-Materials-Announce-Recall-of-Doll-Sets
"CPSC, Disney Store Announce Recall of Monsters, Inc. Character Plush Dolls",11/21/2002 ,"The recall includes only the 12-inch Sulley with Boo plush dolls. The Sulley doll is a blue monster with purple spots, a tail and horns. Sulley is holding a Boo doll in his right arm. Boo is a little girl with dark hair and small pink ball ponytail holders and rubber bands. Both are characters in the 2001 animated film, Monsters, Inc. Labels on the Sulley doll read, Disney Store, SULLEY W/BOO 12, and Made in China.",03035,https://www.cpsc.gov/Recalls/2003/CPSC-Disney-Store-Announce-Recall-of-Monsters-Inc-Character-Plush-Dolls-
