Disclaimer: CPSC does not guarantee the accuracy, completeness, or adequacy of the contents of the Publicly Available Consumer Product Safety Information Database on SaferProducts.gov, particularly with respect to information submitted by people outside of CPSC.
Report No.,Report Date,Sent to Manufacturer / Importer / Private Labeler,Publication Date,Category of Submitter,Product Description,Product Category,Product Sub Category,Product Type,Product Code,Manufacturer / Importer / Private Labeler Name,Brand,Model Name or Number,Serial Number,UPC,Date Manufactured,Manufacturer Date Code,Retailer,Retailer State,Purchase Date,Purchase Date Is Estimate,Incident Description,City,State,ZIP,Location,(Primary) Victim Severity,(Primary) Victim's Sex,My Relation To The (Primary) Victim,(Primary) Victim's Age (years),Submitter Has Product,Product Was Damaged Before Incident,Damage Description,Damage Repaired,Product Was Modified Before Incident,Have You Contacted The Manufacturer,If Not Do You Plan To,Answer Explanation,Company Comments,Associated Report Numbers
20210917-F868E-2147360484,9/17/2021 ,10/4/2021 ,10/26/2021 ,Consumer,"Real Tree 12V UTV  Ride on","Toys & Children","Riding Toys","Powered Riding Toys (1330)",1330,"BRC TOYS LLC","Real Tree ",,,,,,,,,No,"my sons real tree 12v UTV ride on caught on fire","Stroud","Oklahoma",74079,"Home/Apartment/Condominium","Incident, No Injury","Male","Unspecified","5",Yes,No,,,,No,,,"",
20250310-047B5-2147332649,3/10/2025 ,3/13/2025 ,3/27/2025 ,Consumer,"24V Realtree XD UTV Battery-Operated Ride-on with Remote, Kids 3+ Years, up to 5 MPHCamo toddler four wheeler (attached is the product on walmart website.)","Toys & Children","Riding Toys","Powered Riding Toys (1330)",1330,"BRC TOYS LLC","RealTree XD Powered UTV",,,,,,"Walmart",,2/1/2025 ,No,"I am writing today due to an incident that happened with a recent purchase from Walmart - 24v Realtree XD UTV Battery Operated Ride On. We purchased this in Jan/February of 2025 for roughly $400. My children have since been riding it - last week I noticed my kids were hitting things at full speed and then crying and incredibly scared, clearly an accident. My children do not hit things with their ride on toys and never have up until this point - which we found to be very odd. My husband checked the entire toy over to ensure there was no possible corrosion or mud stuck under the pedal - which there was not. Fast forward to this past Sunday around 11am - we were all out enjoying our backyard and the spring weather. My kids were driving the four wheeler when all of the sudden it goes barreling down the hill and doesn't stop. It hits our trampoline at max speed and the tires continue rolling and the four wheeler does not stop, even after hitting the trampoline. My 4 year old son was driving it and was crushed and his throat and the trampoline medal were touching, keep in mind the four wheeler's tires were still spinning and it was still trying to go. It would NOT STOP! We got our son out of the four wheeler and it was still running, almost like the gas was being pressed, except there was nobody on it or near it. This could have resulted in my son breaking his neck or worse - getting decapitated. This is all due to a gas pedal that is FAULTY. This could have KILLED MY INNOCENT TODDLER. This was supposed to be a safe toddler toy. Instead it could have killed him!As you can see in the attached images, the roll cage bar that is there for PROTECTION couldn't even protect him in an event like this as it broke into literal pieces! The four wheeler kept accelerating and wouldn't stop after it hit the trampoline and continued breaking pieces off it.This toy is going straight to the DUMP! As should all of the other ones located on store shelves. This is absolutely absurd! This should not have happened to a child. It should have been looked over a million times for safety before being sold for consumer purchase. AND, should come with some sort of braking system!To include, the age range specifically states 3-8 years old - this is untrue! This toy should NOT be utilized until AT LEAST 5 or 6 years old due to how fast it goes - although it says it only goes 5 MPH, I highly doubt.","wichita falls","Texas",76306,"Home/Apartment/Condominium","Incident, No Injury","Male","My Child","3",Yes,No,,,,Yes,,,"BRC TOYS LLC: We are committed to designing and manufacturing products that are safe and fun to ride. Our team has reached out to the consumer to better understand the consumer's concern and how product was kept and used.    We appreciate the consumer bringing her concerns to our attention and look forward to reviewing the product.",
20250326-7E700-2147332309,3/26/2025 ,3/28/2025 ,4/11/2025 ,Consumer,"Kiddieland: Spidey Team Activity, Ride-On Is blue and red in color about 20 in length and 10 in width","Toys & Children","Riding Toys","Wheeled Riding Toys, Unpowered (1398)",1398,"Kiddieland Toys Limited","Kiddieland: Spidey Team Activity, Ride-On","B08XPVL89F",,,,,,,,No,"Three year old daughter was riding the Kiddieland: Spidey Team Activity, Ride-On and the car tipped over forward cause her to face off landing face down with injury to her bottom lip","Cerritos","California",90703,"Unspecified","Injury - First Aid Received by Non-Medical Professional","Female","My Child","3",,,,,,,,,"",
20130429-D6A05-1324418,4/29/2013 ,6/13/2013 ,6/27/2013 ,Consumer,"plastic ride on toy green motorcycle","Toys & Children","Riding Toys","Riding Toys, Not Specified (5005)",5005,"WESCO NA Inc","Wesco ","F-79140CERIZAV",,,,,,,,No,"(04/23/2013) The consumer stated that her child was at the daycare.The consumer stated that she was told that her child was riding the toy and the toy tipped over. Her child tipped over the toy and fell on concrete on her right shoulder and broke her collar bone. The child was taken to Goodnight Pediatrics in Peoria, AZ. They xrayed her shoulder and found out that the child's collarbone was broken. She was referred to the ER at Banner Thunderbird Medical Center in Glendale, AZ. They put the child's arm in a sling.  She was also given pain medicine. The consumer stated that she had a follower- up 4/29 at Banner Children Specialist. The specialist looked at the shoulder and said that it was healing just fine. ",,,,"School","Injury - Emergency Department Treatment Received","Female","My Child","2",,,,,,,,,"",
20150629-C6166-2147430704,6/29/2015 ,7/8/2015 ,7/29/2015 ,Consumer,"Smart Trike Boutique 4-in-1 Red Tricycle The smarTrike® Boutique 4-in-1 tricycle is a premium baby tricycle with endless features and accessories.It grows with your child from 10 months to 3 years old, starting as a parent control trike that is easy to steer - just like a stroller, turning later on to a guided trike, still controlled by the parent, but with no back support. As your child begins to train the pedaling movement, the tricycle becomes a training trike, helping you to prepare your child to independent riding. Finally it transforms to a classic trike, as your child rides on his own.The Boutique tricycle has rubber wheels and shock absorber for smooth and quiet rides. With the bottle holder, toy phone and the huge storage bag, you can be sure that you are fully equipped for your journey. 	Features    Telescopic Touch Steering parent handle - for easy maneuvering. Red navigator button - for easy transition from parent control to child control of the trike.    Extendable UV protective sun canopy. Shock absorber and rubber wheels.    Parent bag and huge stylish storage bag. Padded seat with high back support.    Toy phone and bottle holder.Additional Info“R”Web#:963033SKU:A881DA2CUPC/EAN/ISBN:4897025794146Manufacturer #:1595202Product Weight:18.3 poundsProduct Dimensions (in inches):25.3 x 14.4 x 11.0","Toys & Children","Riding Toys","Tricycles (1301)",1301,"SMART-TRIKE USA LLC","SmartTrike","Smart Trike Boutique 4-in-1 Red Tricycle",,"4897025794146",,,"Toys R Us",,3/11/2015 ,No,"My 15 month old daughter was in her Smart Trike when she leaned over the side to touch the wheel. The whole tricycle tipped over with her in it onto the ground. ","Bloomsburg","Pennsylvania",17815,"Home/Apartment/Condominium","Incident, No Injury","Female","My Child","1",Yes,No,,,No,No,Yes,"I will contact them. I have contacted Toys R Us. ","",
20170510-EA8BE-2147403605,5/10/2017 ,7/17/2017 ,7/31/2017 ,Consumer,"Peanuts Flying Ace Ride-On Toys.  Wing and Wheel are both broken off of item.","Toys & Children","Riding Toys","Wheeled Riding Toys, Unpowered (1398)",1398,"LAROSE INDUSTRIES LLC",,"BCHTAR614A13-0515",,,,,"Fast Track IT","Ohio",5/6/2017 ,No,"Im not sure if this is where I report this, but I just bought Peanuts Flying Ace Ride-On Toy from Fast Track IT in Columbus, OH.  When I won the item from auction online, I knew it was missing a wheel and a wing on the toy and was going to get it fixed for my son to play with it.  While I was searching for replacement parts, I saw on https://www.cpsc.gov/Recalls/2015/larose-industries-recalls-peanuts-flying-ace-ride-on-toys that the toy was recalled back in 2015 and I could do nothing with the toy except destroy it.  I brought this to the auction houses attention and they did not want to take the item back, and I am worried they are selling more items that have been recalled.  If the item wasnt in as bad of shape, I would have not thought about it and not known that it was recalled and my son could have been injured (he is 2 yrs of age at this time, so alot of items still go in his mouth.)  He could have also been hurt by the item itself by the wing being broken off or the wheel missing.  I am highly upset.  I was hoping something could be done about the lack of effort on their end, so I started looking to see if it were even legal for them to sell this item to me.  Under USC 15, chapter 47, section 2068, it talks about it being illegal for anyone to offer recalled items to anyone else.  Going on in 2069, the law states that a fine of up to $100,000 could be assessed per item up to $15million, per day (if I read this correctly.)  I know they sold this item to me, I can provide any receipts or pictures as you desire, and can only think of how many more items they sell that fall into this category. This is only one of many locations this business has and Im sure there are many other illegal items being sold. Its very upsetting and I would like something to be done about it.  Please advise if there is anything else that you would like for me to do to assist.  Thanks","Columbus","Ohio",43207,"Other","Incident, No Injury","","Unspecified","",Yes,Yes,,No,No,Yes,,"I still have item.  Have contacted Fast Track to take back to no avail. Product was missing wheel and wing before purchase.","",
20230528-B9CBF-2147347327,5/28/2023 ,5/31/2023 ,6/14/2023 ,Consumer,"PONYEEHAW Ride on Horse Toys, Kids Riding Horse Toys Ride on Toys for 3-5 Years Old, Premium Plush Animals Toys Walking Horse with Wheels (Brown, 29.92 L x 9.84 W x 31.12 H)","Toys & Children","Riding Toys","Wheeled Riding Toys, Unpowered (1398)",1398,"PONYEEHAW","PONYEEHAW","B09Z1YJTMN","B09Z1YJTMN","B09Z1YJTMN",,,"Amazon",,12/2/2022 ,Yes,"This was a gift for my kids for Christmas from their Nana. At first we thought it was great, it’s soft and seemed safe. I’ll preface this with the fact that my kids never really rode it much. They like to pretend it’s a real horse and feed it, brush it etc. this morning my son (5 years, 42 lbs) sat on it and rocked for a little bit. The front spring broke through the plastic holding it on and the entire horse collapsed to the ground. His arm was bruised from the impact of the front post, and his leg was cut. Upon further clean up/inspection we realized he had a metal shard in his leg. When my husband barely moved the horse to try and figure out what happened the back spring then came disconnected and the whole thing fell down. This could’ve been my 3 year old, it could’ve been one of their eyes, or even knocked their front teeth out. This toy is highly concerning. My kids use it in my living room where they are constantly watched and I can’t imagine what would happen to a child in a playroom. This is headed straight to the dump and I’ll be sending the info in to get this toy recalled.","Shingle Springs","California",95682,"Home/Apartment/Condominium","Injury - First Aid Received by Non-Medical Professional","Male","My Child","5",Yes,No,,,,No,,,"",
20120902-7F246-2147464129,9/2/2012 ,9/11/2012 ,10/3/2012 ,Consumer,"Riding Horse on Wheels, Looks like a horse has push buttons on the ears that make different noises.  According to the tag on the product it shows to be made with a (STEEL) frame and shows to have passed inspections.","Toys & Children","Riding Toys","Wheeled Riding Toys, Unpowered (1398)",1398,"Giggles International Ltd","Nothing listed on toy",,,"none",7/11/2011 ,"Batch # P108105","Cracker Barrell","Arkansas",12/12/2011 ,No,"My 5 year old neice was ridding on the horse on wheels, when suddenly the front leg of the horse snapped and sent her crashing down on the hard floor, and she hit her head.  This has a tag on it that says its reccomded for children 3 and up. Also there is not a weight limit listed on the toy.   According to the tag the toy has a (STEEL) frame.   My neice weights around 60lbs at most.","Russellville","Arkansas",72801,"Home/Apartment/Condominium","Incident, No Injury","Female","Other Relative","5",Yes,No,,,No,,,,"",
20190430-752AA-2147381300,4/30/2019 ,10/3/2019 ,10/25/2019 ,Consumer,"Best Choice Products 3-in-1 Kids Indoor Outdoor Push and Pedal Car Toddler Ride-On Wagon Play Toy Stroller w/ Handle, Horn, Music - Red","Toys & Children","Riding Toys","Wheeled Riding Toys, Unpowered (1398)",1398,"BEST CHOICE PRODUCTS","Best Choice Products",,,,,,"Walmart.com",,4/7/2019 ,No,"Best Choice Products 3-in-1 Kids Indoor Outdoor Push and Pedal Car Toddler Ride-On Wagon Play Toy Stroller w/ Handle, Horn, Music - Red Purchased from Walmart.  This item has NO seat belt and child slipped out the side of the car.  Fortunately not hurt but was scared.  Any item like this should be required to have a seat belt and/or safety harness.  This is not a safe toy.  ","Mount Airy","Maryland",21771,"Home/Apartment/Condominium","Incident, No Injury","Unknown","Unspecified","",Yes,No,,,No,Yes,,"Walmart refunded full amount.  Efforts to convince the Best Choice that the ride needs a seatbelt or harness have been unsuccessful.  They wanted to give me a $5 credit to add a seatbelt - ridiculous.  This item NEEDS a seatbelt!","",
20120915-0C715-2147463718,9/15/2012 ,9/24/2012 ,10/9/2012 ,Consumer,"Laugh & Learn™ Stride-to-Ride™ Puppy by Fisher Pricehttp://www.fisher-price.com/en_US/brands/babytoys/products/67427","Toys & Children","Riding Toys","Wheeled Riding Toys, Unpowered (1398)",1398,"FISHER-PRICE BRANDS","Fisher-Price","Laugh & Learn™ Stride-to-Ride™ Puppy W9740",,,,,"Target",,8/7/2012 ,Yes,"My 15 month old child was riding on the toy in the following website.http://www.fisher-price.com/en_US/brands/babytoys/products/67427The head of the dog moves side to side as the toy moves forward, and there are several screw holes on the back of the head. My child stuck her finger into one of the holes, and the head moved to pinch her finger. And her finger got suck between the dog's head and the neck.","Seattle","Washington",98122,"Home/Apartment/Condominium","Injury - No First Aid or Medical Attention Received","Female","My Child","1",Yes,No,,,No,No,Yes,,"",
20180813-0BAB7-2147386196,8/13/2018 ,8/21/2018 ,9/5/2018 ,Local Government Agency,"Best Choice Products12V MP3 Kids Ride On Truck Care R/c Remote ControlLED Lights, AUX and MusicSKY2069 https://bestchoiceproducts.com/products/12v-mp3-kids-ride-on-truck-car-r-c-remote-control-led-lights-aux-and-music","Toys & Children","Riding Toys","Powered Riding Toys (1330)",1330,"BEST CHOICE PRODUCTS","Best Choice Products 12V MP3 Kids Ride On Truck Care R/c Rem",,,,,,,,,No,"Incident Specifics:Organization:[REDACTED][REDACTED][REDACTED][REDACTED]Incident: Number: [REDACTED]Date & Time: 08/13/2018 1:51A neighbor called to report a garage fire at the noted address. Complainant stated they were returning home and noted the fire in the open garage and called 911 and subsequently woke the residents. After extinguishing the fire, crews noted a large melted puddle of plastic with what appeared to be a battery and electrical wires in the center of the garage floor. There was little else involved in the fire. A security system picture revealed the location had been occupied by a battery operated riding child's toy. The resident supplied a picture of his child with the product and also a matching add from a Wal-Mart website. The toy appears to be: Best Choice Products12V MP3 Kids Ride On Truck Care R/c Remote ControlLED Lights, AUX and MusicSKY2069 https://bestchoiceproducts.com/products/12v-mp3-kids-ride-on-truck-car-r-c-remote-control-led-lights-aux-and-musicExamination of the site revealed the presence of no apparent charging connection and no apparent  source of ignition aside from the battery in the toy. This lead us to suspect the toy/battery. Understanding there have been similar issues with Fischer-Price Power Wheels toys and recalls involving the batteries we felt it was important to share our suspicions with you. Had the neighbor not been coming home at the odd hour, it is likely a significant level of damage to the home would have occurred and that the residents would have faced a significant threat of harm. ","Miami Township","Ohio",45439,"Home/Apartment/Condominium","Incident, No Injury","Male","Unspecified","36",No,,,,,No,No,,"",
20211108-CDC4A-2147358867,11/8/2021 ,11/12/2021 ,11/29/2021 ,Consumer,"Child ride on bumper car and ride on airplane","Toys & Children","Riding Toys","Powered Riding Toys (1330)",1330,"Kidzone","Kidszone","12v bumper car and 12v ride on aircraft",,,,,"kidzonetoys.com",,10/24/2021 ,No,"Two Child's ride on toys malfunctioned. One computer chip melted and other caught on fire.","CHATTANOOGA","Tennessee",37405,"Unspecified","No Incident, No Injury","","My Child","4",Yes,No,,,,Yes,,,"",
20130405-AB239-2147457256,4/5/2013 ,4/15/2013 ,4/29/2013 ,Consumer,"Hot Wheels Urban Shredder ride-on toy","Toys & Children","Riding Toys","Powered Riding Toys (1330)",1330,"Dynacraft BSC, Inc.","Hot Wheels","8801-15","unknown","8787680115",10/15/2012 ,,"Walmart.com",,12/4/2012 ,Yes,"My son was using his Urban Shredder motorized toy on the sidewalk when he began shouting that he wasn't able to stop.  Neither the brakes nor turning off the toy would stop the vehicle.  The throttle seemed to be stuck, and my son went the length of our street and up our fairly steep driveway.  My husband was able to grab my son off the vehicle and flip it over so it was no longer riding.","Glen Burnie","Maryland",21061,"Home/Apartment/Condominium","Injury - No First Aid or Medical Attention Received","Male","My Child","9",Yes,No,,,No,No,Yes,," Dynacraft BSC, Inc. has reviewed this report, which it appreciates receiving, and provides the following in comment.  The consumer claims that in December 2012 she purchased a Hot Wheels branded Urban Shredder, model number 8801-15, and that the Urban Shredder would not stop and the throttle seemed to be stuck.  The Urban Shredder in question has been recalled under release number 13-162, in connection with a potential problem such as that described by the consumer.  Dynacraft customer service personnel have attempted to contact the consumer to address the consumer's report and to ensure that she is aware of the recall.  To date, the consumer has not responded.",
20250323-FAE6C-2147332393,3/23/2025 ,3/26/2025 ,4/9/2025 ,Consumer,"Want to report the following product that caught on fire as my kid was riding it. It burnt a big hole on the seat above the battery.Joyracer 4WD 24V Ride on Toys UTV with Remote Control, 2 Seater Ride on Dump Truck, 4x200W Electric Powered 4-Wheeler Toys with Trailer & Shovel, MP3/[REDACTED] Music, Big Kids, GreenActual Color: GreenQty 1New$240.00 from savingssold by walmart.","Toys & Children","Riding Toys","Powered Riding Toys (1330)",1330,"JOYRACER US","Joyracer",,,,,,"walmart",,6/17/2024 ,No,"Want to report the following product that caught on fire as my kid was riding it. It burnt a big hole on the seat above the battery.Joyracer 4WD 24V Ride on Toys UTV with Remote Control, 2 Seater Ride on Dump Truck, 4x200W Electric Powered 4-Wheeler Toys with Trailer & Shovel, MP3/[REDACTED] Music, Big Kids, GreenActual Color: GreenQty 1New$240.00 from savingssold by walmart.","Torrance","California",90503-7224,"Home/Apartment/Condominium","Incident, No Injury","","My Child","4",,,,,,,,,"",
20111205-78BB9-2147472643,12/5/2011 ,12/13/2011 ,12/28/2011 ,Consumer,"Four wheel electric riding toy.","Toys & Children","Riding Toys","Powered Riding Toys (1330)",1330,"Razor USA LLC","Razor","Razor Dirt Quad","103110-11-10040068571","unk",,,"Toys R Us",,7/15/2009 ,Yes,"Razor Dirt Quad throttle has begun to engage in full acceleration instead of the intended gradual acceleration after a few months of use. This caused my grandson to be thrown off the back the the vehicle. My wife and I experienced the same when testing the Razor.","Jacksonville","Florida",32210,"Home/Apartment/Condominium","Injury - No First Aid or Medical Attention Received","Male","Self","64",Yes,No,,,No,No,Yes,"I tried to report this on their web site. They refused to accept."," We appreciate [REDACTED] concern and he did call us on Dec 5 regarding his concerns with this unit. The unit had functioned fine since July of 2009 and just recently had this issue.  After speaking to him directly we were able to determine the throttle had become  broken / damaged. [REDACTED] did test it with us and we were able to determine the Safety feature in the brake were functioning and it did over ride the throttle and would kill the power to the motor when applied. Our units are designed so that the brake will cut the power to the motor when applied and will stop the unit.  No medical attention was needed and we did remind [REDACTED] of the recommended age range for this product which is 8+.",
20200505-C141B-1977557,5/5/2020 ,6/26/2020 ,7/13/2020 ,Consumer,"battery operated toy car for toddlers","Toys & Children","Riding Toys","Powered Riding Toys (1330)",1330,"BEST CHOICE PRODUCTS","Kids Ride On Jeep-Pink","Unknown","Unknown",,,,"amazon.com",,12/10/2019 ,No,"(05/03/2020) The consumer reported that her 3 year old daughter had been riding the jeep across the field for about 30 minutes when she started screaming that her bottom hurt. As soon as the child jumped off of the jeep, the vehicle was instantly engulfed in flames.  The consumer was able to put the fire out using her water hose.The consumer stated that her child's bottom was a little red but she did not require medical attention. ","Dyersburg","Tennessee",38024,"Home/Apartment/Condominium","Injury - First Aid Received by Non-Medical Professional","Female","My Child","3",Yes,No,,,No,Yes,,"Left message on 5/4 but no response","",
20150711-211F4-2147430368,7/11/2015 ,7/20/2015 ,8/10/2015 ,Consumer,"22 Plush Rocking Chair Rhinoby Hugfunhttp://www.amazon.com/22-Plush-Rocking-Chair-Rhino/dp/B00OD25OGQ/ref=sr_1_8?ie=UTF8&qid=1436636095&sr=8-8&keywords=hugfun","Toys & Children","Riding Toys","Nonwheeled Riding Toys, Unpowered (1327)",1327,"Hugfun",,"22 Plush Rocking Chair Rhino",,,,,"Costco","California",10/1/2014 ,Yes,"I have purchased the 22 Plush Rocking Chair Rhino by Hugfun from Costco. The toy is really unbalanced and easily tilts backwards and causes the rider to fall back. The toy falls on the rider. My daughter and her friends repeatedly fell backwards. At first I thought that they just don't know how to ride it but every single one had the same issue, repeatedly. It is dangerous not only for infants and toddlers but also older pre-school kids. ",,,,"Home/Apartment/Condominium","Injury - No First Aid or Medical Attention Received","Female","My Child","1",Yes,No,,,No,No,No,,"",
20111229-00A35-2147471894,12/29/2011 ,1/9/2012 ,1/31/2012 ,Consumer,"CAT 3-in-1 Ride-On sold by Mega Bloks","Toys & Children","Riding Toys","Wheeled Riding Toys, Unpowered (1398)",1398,"MEGA Brands Inc","Mega Bloks",,,,,,"Target","Colorado",12/1/2011 ,Yes,"My wife and I bought a riding toy (CAT 3-in-1 Ride-On from Mega Bloks) for our one-year old grandson.  The product literature ays that it is for 1 to 3 three olds.  The toy comes with several plastic tools that are not shown on the product picture on the side of the box.  These tools attach vertically to the riding toy near the front.  One tool is a screw driver that attaches point up exactly where a small child's face or eye would hit if he/she were to stop abruptly when hititng a piece of furniture, etc. I have pictures that I can send.  The product picture on the Mega Bloks website does not show the tools attached to the product.  We did not have any injury from this, although it sure looks like an accident waiting to happen.","Centennial","Colorado",80015,"Home/Apartment/Condominium","No Incident, No Injury","Male","Other Relative","1",Yes,No,,,No,No,No,," MEGA Brands takes product safety issues very seriously. We investigate each CPSC database incident report.  We encourage our customers to provide additional information about incidents to our Customer Service department, by calling 1-800-465-MEGA (6342) or visiting our website at www.megabrands.com.",
20130218-16B8B-2147458697,2/18/2013 ,3/1/2013 ,3/18/2013 ,Consumer,"Little Tikes Play and Scoot Pirate Ship Ride On","Toys & Children","Riding Toys","Wheeled Riding Toys, Unpowered (1398)",1398,"LITTLE TIKES COMPANY","Little Tikes","622113 Play and Scoot Pirate Ship Ride On",,,,,"Buy Buy Baby",,12/1/2011 ,Yes,"My son was playing on the Little Tikes play and scoot pirate ship and one of the wheels fell off.  This continues to happen, even though you press the wheels on and hear the click that they are in place.  He was playing on a hard surface and sitting on the toy normally when suddenly he tried to scoot it and the wheel popped off causing him and the toy to fall over.  This is a common issue if you read the reviews on amazon and i think the company should recall it and fix the issue.","lake zurich","Illinois",60047,"Home/Apartment/Condominium","Injury - No First Aid or Medical Attention Received","Male","My Child","1",Yes,No,,,No,,,"I still have the product."," Consumer contacted Little Tikes and the child is fine.  We exchanged the product and the consumer is satisfied.  This product has been in production for 3 years and meets/exceeds industry safety standards.",
20220609-67784-2147355708,6/9/2022 ,6/13/2022 ,6/29/2022 ,Consumer,"Pink & Purple Color Disney’s Minnie Mouse Toddler Ride-On Toy Motorized Car. Size 25.62x16.51x16.11 inches","Toys & Children","Riding Toys","Powered Riding Toys (1330)",1330,"PACIFIC CYCLE, INC","Kid Trax ","n/a","KT1268WMC",,,,"Walmart","Arkansas",6/4/2021 ,Yes,"The issue is with the Disney’s Minnie Mouse Toddler Ride-On Toy by Kid Trax which is subject to cause head injuries. My Granddaughter motorized toy car flipped backward one weekend resulted to her hitting the back of her head on the hardwood floor. The child drove over a rug believe to be slightly folded and hit the button and car flipped completely backward. This car needs like a extend plastic like arm with small wheel on back to assist in preventing flips.","North Little Rock ","Arkansas",72116,"Home/Apartment/Condominium","Incident, No Injury","Female","Other Relative","3",Yes,No,,,,No,,,"",
20120328-13452-2147468875,3/28/2012 ,4/5/2012 ,4/19/2012 ,Consumer,"Fisher-Price Recalls to Repair Little People Builders’ Load ‘n Go Wagon (P8977)","Toys & Children","Riding Toys","Wagons (Children's) (1328)",1328,"FISHER-PRICE BRANDS","Fisher-Price","Little People Builders’ Load ‘n Go Wagon (P8977)",,,,,"Target","California",1/12/2010 ,Yes,"We purchased a Fisher-Price Little People Builders’ Load ‘n Go Wagon from a local Target store in early 2010. At that time my son was about 18 months old so he was small enough to fit in the wagon. One day, my son tried to climb out of the wagon and fell on the back of the handle which is crisscrossed. He screamed out of scare and pain and dark red blood oozed out immediately. I put cloth over his wound and it took a while for the blood to stop coming out. For the next week or so, he had to have a [REDACTED] on. Now there is a permanent visible scar in his left eyebrow.I just arrived in this country and knew nothing about product recall or reporting a dangerous toy when all this happened. Recently my husband saw a recall sign in a local Wal-Mart store, which lead me to report this accident.","SAN JOSE","California",95132,"Home/Apartment/Condominium","Injury - First Aid Received by Non-Medical Professional","Male","My Child","1",Yes,No,,,No,No,Yes,"Keep the toy away so my son wasn't playing with it any more. ","",
20120731-ECE57-2147465170,7/31/2012 ,8/14/2012 ,9/5/2012 ,Consumer,"Bright Starts Having a Ball Pop and Roll Roadster. Toy is a ride on car with plastic balls that go through a hole in the steering wheel. It is red and blue with an orange seat and a purple steering wheel. ","Toys & Children","Riding Toys","Wheeled Riding Toys, Unpowered (1398)",1398,"KIDS II, INC","Bright Starts","Bright Starts Having a Ball Pop and Roll Roadster ",,,,,"Gift",,7/21/2012 ,Yes,"My 1 year old son was playing (supervised) with his new Bright Starts Having a Ball Pop and Roadster. The toy has a hole in the steering wheel to put balls into. The balls are meant to come out another hole in the front of the car by pulling a handle. The hood of the car is where the balls are stored and has a see through yellow plastic cover which is screwed onto the car. My son put his hand into the hole in the steering wheel in an attempt to get the balls that he could see inside the car. His arm was stuck before I could get to him to stop him from putting his arm in the hole. He tried to pull it out and I gave him a chance to try on his own, but he immediately panicked and started crying and twisting his arm and body in an attempt to get it out of the hole. I tried to pull his arm out, but it would no budge. I got very nervous and squeezed his arm very tight and pulled. It came out, but he was obviously hurt and did get scratched. I could easily see this happening to other children and would hate for any of them to get hurt worse. ","Palm Harbor","Florida",34684,"Home/Apartment/Condominium","Injury - No First Aid or Medical Attention Received","Male","My Child","1",Yes,No,,,No,Yes,,"The company stated that they would send a replacement toy. I have not accepted that yet. ","",
20130520-FD465-2147455947,5/20/2013 ,5/29/2013 ,6/12/2013 ,Consumer,"Get your toddler rollin' and laughing with the Pop & Roll Roadster! Silly sounds are activated as balls are dropped into the steering wheel and roll into the hood of the car. For extra fun, pull the gear shift and the balls are launched from the hood. Fun horn and engine sounds play each time toddler pushes the buttons to ensure a fun ride every time! Features:Place balls into the steering wheel and watch them pop and bounce around inside the hoodPull the gear shift and the balls shoot out from the hoodButtons activate horn and engine soundsBall drop and gear shift activate silly soundsWide sturdy seat for toddler's comfortProduct Dimensions: 21 by 9.5 by 14.25Recommended Ages: 6 months - 36 monthsColor is red, yellow and blueThe Model # is 9106 UPC/Serial #: 074451091061 ","Toys & Children","Riding Toys","Wheeled Riding Toys, Unpowered (1398)",1398,"KIDS II, INC","Bright Starts","9106",,"074451091061",,,,,5/2/2013 ,Yes,"My 12 month old was playing with this toy while I was supervising. While he was placing the balls down the chute, he tried reaching his arm into the chute to grab the balls and got stuck. His arm was stuck up to above his elbow! I'm concerned that if he had rolled the car while his arm was stuck that his arm could've broke! He did this a couple times, so I had to place the car away out of reach so it doesn't happen again.","Racine","Wisconsin",53405,"Home/Apartment/Condominium","Incident, No Injury","Male","My Child","1",Yes,No,,,No,No,No,"My son received this toy as a gift for his birthday a couple weeks ago.","",
20190506-0ED3A-2147381185,5/6/2019 ,5/29/2019 ,6/12/2019 ,Consumer,"Little Tikes Cozy Truck bluehttps://www.littletikes.com/item/620744/cozy-truck/1.html","Toys & Children","Riding Toys","Wheeled Riding Toys, Unpowered (1398)",1398,"Little Tikes Company","Cozy Truck",,,,,,,,,Yes,"My son was riding in the Little Tikes Cozy Truck, he is 2 years old. He fell through the opening for the feet and was run over by the truck. Had it been moving more quickly he could have been seriously injured. The age range for this toy is stated to be 18 months to 5 years. I believe that the age range needs to be changed or the toy needs to be adjusted in the opening for the floor. it is way to large and a child can easily fall out of the truck. I think I recall should be considered. ","kansas city","Kansas",66109,"Home/Apartment/Condominium","Incident, No Injury","Male","My Child","2",Yes,No,,,No,Yes,,"emailed little tikes customer service"," Consumer contacted Little Tikes and child is fine.  We exchanged the product and the consumer appeared satisfied.  This product has been in production for several years and meets/exceeds industry safety standards.",
