Disclaimer: CPSC does not guarantee the accuracy, completeness, or adequacy of the contents of the Publicly Available Consumer Product Safety Information Database on SaferProducts.gov, particularly with respect to information submitted by people outside of CPSC.,
"Purr-Fection Stuffed Animals with Flashlights Recalled by MJC Due to Laceration Hazard, Sold Exclusively at Cabela's",2/13/2013,The recalled Beamerzzz stuffed toys come with LED flashlights sewn into the left paw. The toys are 12 inches high and come in five animal types. The model number can be found on the hang tag on the left ear. Affected toys are marked with manufacturing code 111208-02 on the sewn in label located in the left rear portion of the toy. The recalled styles are: Style Model Number Baby Moose 3127FS Baby Butter Cream Bear 1229FS Baby Smoky Black Bear 1231FS Baby Deer 3136FS Baby Derby Elephant 1927FS,13120,https://www.cpsc.gov/Recalls/2013/Purr-Fection-Stuffed-Animals-with-Flashlights-Recalled-by-MJC
Mascot Plushes Animal Toys Recalled by Sanrio,4/28/1998,"Mascot Plushes Animal Toys Recalled by Sanrio NEWS from CPSC U.S. Consumer Product Safety Commission Office of Information and Public Affairs Washington, DC 20207 FOR IMMEDIATE RELEASE April 28, 1998 Release # 98-102 Company Phone Number: (888) 311-6720 CPSC Consumer Hotline: (800) 638-2772 CPSC Media Contact: Nychelle Fleming, (301) 504-7063 CPSC and Sanrio Inc. Announce Recall of Mascot Plushes Animal Toys WASHINGTON, D.C. - In cooperation with the U.S. Consumer Product Safety Commission (CPSC), Sanrio Inc., of South San Francisco, Calif., is recalling about 29,000 stuffed Mascot Plushes animal toys. The small bells on these stuffed toys can become detached, presenting an aspiration hazard to young children, which could result in death. CPSC and Sanrio Inc. are not aware of any injuries involving these toys. This recall is being conducted to prevent the possibility of injury. The Mascot Plushes involved in this recall are 5-inch-high bean-stuffed animals. They include Hello Kitty, a cat, item 014388; Keroppi, a frog, item 014389; Pochacco, a dog, item 014390; and Badtz Maru, a penguin, item 014391. Each animal comes with a quarter-inch wide metal bell. A card tag, attached to the toy when sold, shows each individual character's name, the item number and also reads, Sanrio Inc. and Made in China. The plush toys were sold at Sanrio's stores and various other retail stores nationwide in October 1997 for about $5. Consumers should take these stuffed toys away from young children immediately, and either remove the bell from the toy, or return the toy to the store where purchased for a full refund. The toy also can be returned by mail for a full refund plus the cost of postage to Sanrio, Attn: Quality Assurance Dept., 570 Eccles Ave., South San Francisco, CA 94080. For more information about this recall, consumers should call Sanrio at (888) 311-6720 between 8:00 a.m. and 5 p.m. PDT Monday through Friday.",98102,https://www.cpsc.gov/Recalls/1998/CPSC-and-Sanrio-Inc-Announce-Recall-of-Mascot-Plushes-Animal-Toys-
Ganz Recalls Grumpy Cat Stuffed Animal Toys Due to Choking Hazard,3/19/2014,"This recall involves three styles of plush Grumpy Cat stuffed animal toys by Ganz. They include an 8-inch Grumpy Cat in laying position, a 5-inch long sitting Grumpy Cat and a 4-inch Grumpy Cat key clip. The toys are multi-colored in white with dark brown, light brown and gray fur material. Grumpy Cat toys have blue crystal eyes with the eye lids half closed, a down-turned mouth and white whiskers. This toy is labeled for ages 3 and older. The Grumpy Cat key chain has a black plastic key clip at the top of the cat's head. The recalled toys have batch numbers 86754 or 224861, and model numbers printed on the sewn-in label located near the tail of the cat. The recalled toys model and batch numbers are: Description Model Batch 1 Batch 2 Grumpy Cat 8 Laying HGC12974 86754 224861 Grumpy Cat 5 Sitting HGC12982 86754 224861 Grumpy Cat Key Clip HGC12983 86754 224861",14135,https://www.cpsc.gov/Recalls/2014/Ganz-Recalls-Grumpy-Cat-Stuffed-Animal-Toys
Small Plastic Animal Toys Recalled by Jack's,1/25/1984,"Small Plastic Animal Toys Recalled by Jack's NEWS from CPSC U.S. Consumer Product Safety Commission Office of Information and Public Affairs Washington, DC 20207 FOR IMMEDIATE RELEASE January 25, 1984 Release # 84-005 Plastic Animals Distributed In Fast Food Firm's Food Promotion May Present Choking Hazard To Small Children In cooperation with the Consumer. Product Safety Commission, Jack's Food Systems Inc., a fast food chain located in Alabama, Flordia, Georgia, Mississippi and Tennessee today announced a voluntary recall of small plastic animals because of the potential danger of choking to small children under 3 years of age. These toys were given away as part of a Quacker Jack's Surprise Pack which consisted of a hamburger, french fries, and a carbonated beverage. Distribution of the toys was stopped in September 1983. The toys have not been involved in any choking incidents known to CPSC. The toys have no identifying marks and are made of hard plastic in various colors. The toys vary in length, but most are approximately 2 or smaller. The toys include such animals as a lion, lioness, squirrel, coyote, collie, poodle, pig, hen with chicks, duck with ducklings, calf, alligator, elephant, goat, standing monkey, sitting monkey, horse, ram, rhino. Camel, sheep and hippo. Consumers who obtained these toys for children under three (3) years of age should remove these products from use immediately. The toys should be returned to the Jack's fast food restaurant where obtained. Consumers will receive a discount on their next purchase of a Surprise Pack. Anyone wishing additional information may contact CPSC's toll free Hotline at 80043-CPSC. A teletypewriter number for the hearing impaired is (301) 595-7054.",84005,https://www.cpsc.gov/Recalls/1984/Plastic-Animals-Distributed-In-Fast-Food-Firms-Food-Promotion-May-Present-Choking-Hazard-To-Small-Children-
Pier 1 Imports Recalls Pull Toys,3/1/1994,"March 1, 1994 Release # 94-041 PRODUCT: Three wooden pull toys SKU# 1197598, imported by Pier 1 Imports and sold in its stores nationwide during the 1993 holiday season. The toys came in three styles: a gray elephant, a red and black soldier, and a brown bear. Each toy has a wooden base with wheels and a pull string with a bead at the end. PROBLEM: During CPSC testing, the wooden beads at the end of the pull strings separated and various other wood chips separated during impact testing, presenting a potential choking hazard to young children. WHAT TO DO: Consumers are urged to take the pull toys away from young children immediately and return them to the stores where purchased for a full refund or exchange for other merchandise. Anyone with questions about this recall may contact Pier 1 Imports at 1-800-245-4595. WASHINGTON, DC -- CPSC, Pier 1 Imports, Fort Worth, TX is continuing its voluntary recall, initiated in December of 1993, of three wooden pull toys. The pull toys came in three styles: a brown bear, a gray elephant, and a red and black soldier, each on a wooden base with wheels and a pull string that has a bead at the end. Each toy is approximately 6 inches high, 6 inches long, and 3 inches wide and has a white sticker on the underside of the base that reads, Made in Sri Lanka 1197598 100/1001 7.99. The toys were sold for $7.99 during the 1993 holiday season. CPSC tested the pull toys and found that the small wooden beads at the end of the pull strings separated during tension testing, presenting a potential choking hazard to young children. In addition, various other wood chips separated during impact testing. Consumers are urged to take the pull toys away from young children immediately and return them to any Pier 1 Imports store for a full refund or exchange for other merchandise. Anyone having questions about this recall may call Pier 1 toll-free at 1-800-245-4595. Neither CPSC nor Pier 1 Imports is aware of any injuries involving these pull toys. Pier 1 Imports took corrective action immediately after it was made aware of the potential problem and is conducting the voluntary recall in order to prevent the possibility of injury. The potentially hazardous pull toys were identified by the Public Interest Research Group in Washington, DC. CPSC is announcing this recall as part of its mission to protect the public from unreasonable risks of injury and death associated with consumer products",94041,https://www.cpsc.gov/Recalls/1994/Pier-1-Imports-Recalls-Pull-Toys
Squeeze Toys Recalled by Danara International,3/19/1984,"Squeeze Toys Recalled by Danara International NEWS from CPSC U.S. Consumer Product Safety Commission Office of Information and Public Affairs Washington, DC 20207 FOR IMMEDIATE RELEASE March 19, 1984 Release # 84-016 Squeeze Toys Recalled In cooperation with the Consumer Product Safety Commission, Danara International, Ltd. of South Hackensack, New Jersey, and Stahlwood Manufacturing Co., Inc., New York, New York, today announced. a voluntary recall of several squeeze toys which the CPSC believes may cause choking and/or suffocation because the handles are small enough to lodge in the throat and obstruct the airways of children. These products have not been involved in choking deaths; however, the CPSC believes they are similar in shape and size to products that have been involved in such incidents. All of the squeeze toys have bulbous-shaped ends which range in size from 3/4 inches to 1 l/2 inches in diameter. All are made of soft easily compressed plastic material. Only those products listed are involved in the corrective action. The Danara products involved are: Mickey Mouse head on a yellow handle, 5 l/2 inches long Donald Duck head on a blue handle, 5 l/2 inches long Mickey Mouse head on a yellow handle, 7 inches long Donald Duck head on a blue handle, 6 l/2 inches long Yellow mallet with Mickey Mouse face and MICKEY embossed on handle, 7 l/4 inches long with a bulbous end. The Donald Duck on the 5 l/2 inches long handle was involved in choking incident reported to the Commission by a consumer. These toys are packaged and sold under the brand name SAFEGUARD and labeled WALT DISNEY CHARACTER Squeek-a-Toy. The Mickey Mouse and Donald Duck toys are labeled No. 5523. The mallet is labeled no. 5503. Stamped below the back of the neck of the Mickey Mouse and Donald Duck toys is WALT DISNEY PRODUCTIONS DANARA INTERNATIONAL LTD. MADE IN TAIWAN. Stamped around the squeaker of the mallet is WALT DISNEY PROD. MADE IN TAIWAN DANARA INTERNATIONAL. Approximately 180,000 of the Danara 5 l/2 inch Mickey Mouse and Donald Duck toys were distributed from 1977 through December, 1981. Over 7,000 of the other toys were distributed; the 7 inch and 6 l/2 inch Mickey Mouse and Donald Duck toys from 1981 through November 1982 when shipments were voluntarily discontinued, and the 7 l/4 inch mallet from 1981 through May, 1983. The Stahlwood products involved are: White dog's head on a white handle, 6 inches long Pink pig's head on a pink handle, 6 inches long Orange cat's head on an orange handle, 6 inches long These toys are packaged and sold under the brand name Young Times and are labeled Thumper, No. 393. Some of the toys are stamped made in Taiwan, Stahlwood, N.Y. on the bottom of the handle, and some are stamped Made in Taiwan. Approximately 27,000 of the Stahlwood toys were distributed from 1977 through November, 1982, when shipments were voluntarily discontinued. The toys have not been marketed in the past 18 months. Consumers should remove these products from use immediately and return them to the retailer where purchased for a refund. Consumers may return the Danara squeeze toys to Danara, 14 Central Boulevard, South Hackensack, New Jersey 07806, and the Stahlwood squeeze toys to Stahlwood, 601 West 50th Street, New York, NY 10019. Retailers should remove the toys from sale immediately and return them to Danara or Stahlwood for a full refund. Anyone wishing additional information may contact CPSC's toll-free Hotline at 8000638-CPSC. A teletypewriter number for the hearing impaired is (301) 595-7054.",84016,https://www.cpsc.gov/Recalls/1984/Squeeze-Toys-Recalled
Toysmith Recalls Toy Light-Up Frogs and Ducks Due to Choking Hazard; Sold Exclusively at Cost Plus World Market,8/7/2013,"This recall includes light-up soft plastic toy frogs and ducks. The toys light up when the sensors on the bottom of the product are touched or placed in water. The frog comes in green and the ducks come in yellow, pink and clear. The toys are approximately 2.25 inches in length and 1.5 inches in height. There is a round tag attached to the product with the UPC number 2424 5159.",13259,https://www.cpsc.gov/Recalls/2013/Toysmith-Recalls-Toy-Light-Up-Frogs-and-Ducks
Stuffed Toy Mobiles Recalled by R. Dakin,11/21/1979,"Stuffed Toy Mobiles Recalled by R. Dakin NEWS from CPSC U.S. Consumer Product Safety Commission Office of Information and Public Affairs Washington, DC 20207 FOR IMMEDIATE RELEASE November 21, 1979 Release # 79-065 Stuffed Toy Mobiles Recalled WASHINGTON, D.C. (Nov. 21) -- Approximately 422,000 stuffed mobile toys which may pose a strangulation hazard to infants are being recalled by their importer, R. Dakin & Company, of San Francisco. The recall applies to eight different types of stuffed animal mobiles which are intended to be suspended from ceilings by means of three elastic cords. Last month an 11-month old baby girl strangled when she became entangled in the elastic cords suspending one of the toys from her crib. The toys being recalled include: Hummbug Bee model 34-3645 Embo Elephant model 34-1972 Jolly Polly Parrot model 34-3462 Stanley Stork model 34-3653 Jingle Frog model 34-3661 Lucky Ladybug model 34-3662 Duckswoop model 34-3666 Jingle Lamb model 34-3690 Each toy is covered with plush fabric and contains a musical chime device. The model numbers appear on a tag attached to the animal's ear. The toys were imported from South Korea and distributed in the U.S. from January, 1977, through October, 1979. They sold nationwide for approximately $7 each in toy stores and other retail stores. Parents should return the toys to the stores where they were purchased for a full refund. Consumers who wish to keep the toy should cut off the three elastic cords in order to eliminate the potential safety hazard. Anyone requiring additional information about this recall may contact Mr. Roger J. Burrill, Vice President, R. Dakin & Company, 499 Point San Bruno Boulevard, South San Francisco, California 94080, toll-free telephone 800/227-6598.",79065,https://www.cpsc.gov/Recalls/1979/Stuffed-Toy-Mobiles-Recalled
Curious George Musical Pull Toys Recalled by Prestige Toy Corp.,11/16/2000,"Prestige Toy Corp., of New York, N.Y., is voluntarily recalling about 4,600 Curious George musical pull toys for replacement.",01033a,https://www.cpsc.gov/Recalls/2001/Curious-George-Musical-Pull-Toys-Recalled-by-Prestige-Toy-Corp
Curious George Toy Recall,12/6/2001,"Curious George Toy Recall NEWS from CPSC U.S. Consumer Product Safety Commission Office of Information and Public Affairs Washington, DC 20207 FOR IMMEDIATE RELEASE December 6, 2001 Release #02-058 BRIO Hotline: (888) 274-6869 CPSC Consumer Hotline: (800) 638-2772 CPSC Media Contact: Kim Dulic, (301) 504-7058 Company Media Contact: Robin Lehnert, (888) 274-6869 Ext. 3506 CPSC and BRIO® Corp. Announce Recall of Curious George Toys WASHINGTON, D.C. - In cooperation with the U.S. Consumer Product Safety Commission (CPSC), BRIO® Corp., of Germantown, Wis., a subsidiary of BRIO AB of Sweden, is voluntarily recalling about 3,100 Curious George toys. The toys include fabric-filled mobile phones that can pose a choking hazard to young children. CPSC and BRIO Corp. have not received any reports of injuries or incidents. This recall is being conducted to prevent the possibility of injuries. These Curious George monkey plush toys are dressed in a yellow plastic space suit with matching gloves. They have a detachable backpack with a red fabric-filled mobile phone attached. The small mobile phone is 1.25-inches by 1.5-inches, and is connected to a gray, mesh backpack by a 4.75-inch string sewn into one of the backpack's seams. A label in the collar of the space suit reads, Curious George by BRIO. This is an Activity George, which is written on the packaging, and is labeled for children ages 18 months and older. The back of the box reads: Removable backpack with mobile phone! The recalled toy has model number 32900 written on the front of the box. Specialty toy stores, Internet retailers, and mail order catalogs sold the recalled Curious George toys nationwide from July 2001 through November 2001 for about $25. Consumers should take these toys away from children immediately and call BRIO to get a refund or replacement toy. For more information, contact BRIO toll-free at (888) 274-6869 between 8:30 a.m. and 5 p.m. CT Monday through Friday, or go to the firm's web site at www.briotoy.com. Consumers also can send the toy to BRIO Corp., SAFETY RECALL, N120 W18485 Freistadt Road, Germantown, WI 53022.",2058,https://www.cpsc.gov/Recalls/2002/CPSC-and-BRIO-Corp-Announce-Recall-of-Curious-George-Toys
Squeaky Ducky Toy Recalled,9/7/1988,"September 7, 1988 Release # 88-072 Squeaky Ducky Toy Recalled WASHINGTON, DC - In cooperation with the U.S. Consumer Product Safety Commission (CPSC), Kiddie Products, Inc., Avon, Mass., announced a voluntary recall of its Model No. 2096 Squeaky Ducky. The company received 27 complaints that the top layer of the toy's vinyl cover separated from the soft foam squeaker toy. In three cases consumers reported that children had mouthed the cover. The company is recalling this product because the vinyl separation may present a choking hazard. Approximately 145,000 of these toys were sol between August 1986 and March 1987. The Squeaky Ducky toy under recall has a yellow baby duck illustrated on a BLUE background. Other revised products with the same duck figure on a WHITE background ARE NOT AFFECTED BY THIS BY THIS RECALL. Consumers who have a squeaky Duck toy with a BLUE background around the yellow duck should return the toy to the manufacturer for replacement with a new product at the following address: Consumer Relations Manager Kiddie Products, Inc. One Kiddie DriveAvon, MA 02322 RE: Blue/Duck Recal",88072,https://www.cpsc.gov/Recalls/1988/Squeaky-Ducky-Toy-Recalled-
"Applause, Inc. Recalls Stuffed Toy",8/31/1989,"Applause, Inc. Recalls Stuffed Toy NEWS from CPSC U.S. Consumer Product Safety Commission Office of Information and Public Affairs Washington, DC 20207 FOR IMMEDIATE RELEASE August 31, 1989 Release # 89-084 Applause, Inc. Recalls Stuffed Toy Because Of Potential Choking Hazards WASHINGTON, DC. -- Applause, Inc. of Woodland Hills, CA, is voluntarily recalling a 28-inch stuffed Sesame Street figure, Cookie Monster, with rattle eyes because of a potential choking hazard to young children. The stuffed toy being recalled is identified as Cookie Monster (Model #14087, Made in Korea) and is made of blue plush fur. The large eyes of the toy shatter easily, allowing small pellets to fall out which could be ingested by small children and cause choking. Approximately 1,908 of these stuffed toys were sold in retail stores nationwide from May, 1988 through December, 1988 for approximately $60.00 each. While neither the U.S. Consumer Product Safety Commission (CPSC) nor Applause, Inc. is aware of any injuries associated with the stuffed toy, this recall is being taken to prevent the possibility of injury. Consumers having the stuffed toys should take them away from children and return them to the retail store where purchased for a full refund. Consumers who have any questions about this recall should call Applause, Inc. at 1-800-777-3998 between 8:30 a.m. and 4:30 p.m. Pacific Time. The U.S. Customs Service identified the potentially hazardous toys at the Port of Newark during a joint surveillance program conducted with the CPSC.",89084,https://www.cpsc.gov/Recalls/1989/Applause-Inc-Recalls-Stuffed-Toy-Because-Of-Potential-Choking-Hazards-
Squeeze Toys Recalled by Reliance,5/24/1982,"Squeeze Toys Recalled by Reliance NEWS from CPSC U.S. Consumer Product Safety Commission Office of Information and Public Affairs Washington, DC 20207 FOR IMMEDIATE RELEASE May 24, 1982 Release # 82-022 Reliance Protecto Hold Me Tite Squeeze Toy Recalled Because Of A Choking Hazard WASHINGTON, D.C. -- In cooperation with the Consumer Product Safety Commission, Reliance Products Corporation, Woonsocket, Rhode Island, today announced a voluntary recall of approximately 390,000 Protecto Hold Me Tite squeeze toys, Assortment #06233, because of the danger of choking and/or suffocation. Since 1974 approximately 390,000 of the toys have been sold for approximately $1.97 each. There have been two separate reports alleging that a four month old and a six month old infant choked and suffocated when the handle of the Hold Me Tite squeeze toy lodged in the throat and caused obstruction of the airways. The product is an animal shaped squeeze toy with a handle and a built in squeaker. Three models are involved: a pink elephant, a yellow bear and an orange lion. The product is packaged and sold under the brand name PROTECTO and labeled Hold Me Tite assortment number 06233. Stamped on the squeaker section on the back of the head is Reliance Products Corporation, Made in Taiwan. Consumers should remove these products from use immediately and return them to the retailer where purchased for a full refund. Or consumers may return the squeeze toy to Reliance Products Corporation, 108 Mason Street, P.O. Box 1220, Woonsocket, Rhode Island for a full refund. Retailers should remove the toys from sale immediately and return to Reliance Products Corporation for a full refund.",82022,https://www.cpsc.gov/Recalls/1982/Reliance-Protecto-Hold-Me-Tite-Squeeze-Toy-Recalled-Because-Of-A-Choking-Hazard
"CPSC, Graco Children's Products Announce Recall of Bumble Bee Toys with Blue Antennae",1/14/2004,"All Bumble Bee toys with blue antennae distributed by Graco are included in this recall. Specifically, Bumble Bee toys with blue antennae were distributed with Graco High Chair model numbers 3656CUB, 3658FKB, 3659KER, 3659NGS, 3660WNN and 35605 manufactured between July 22, 2002 and March 9, 2003, and Graco Tot Wheels Mobile Entertainer models 4522OTM, 4522TOTM, 4521ALP, 35628 and 4512FUN manufactured between November 8, 2001 and March 9, 2003. Bumble Bee toys with blue antennae were also distributed separately as an accessory and a replacement part with model number 548094S. Bumble Bee toys with yellow or black antennae are not affected.",4064,https://www.cpsc.gov/Recalls/2004/CPSC-Graco-Childrens-Products-Announce-Recall-of-Bumble-Bee-Toys-with-Blue-Antennae-
Squeeze Me Bear Toy Animals Recalled by Atlanta Novelty,12/3/1980,"Squeeze Me Bear Toy Animals Recalled by Atlanta Novelty NEWS from CPSC U.S. Consumer Product Safety Commission Office of Information and Public Affairs Washington, DC 20207 FOR IMMEDIATE RELEASE December 3, 1980 Release # 80-041 Squeeze Me Bear Toy Animals Recalled To Eliminate Safety Hazards WASHINGTON, D.C. (December 3) -- A children's stuffed animal sold nationwide as the Squeeze Me Bear is being recalled by the importer in cooperation with the U.S. Consumer Product Safety Commission because the toy may present safety hazards which could injure young children. An estimated 53,000 Squeeze Me Bears have been sold since 1979 at retail Prices averaging from $7 to $8 each. The toy bears were manufactured in Taiwan and distributed to various toy stores and other retail outlets by the Atlanta Novelty Co. of Long Island City, New York. The potentially hazardous toys bear the product code number of either 291 or 298. Testing by CPSC of a random sample of the bears showed that one of the bears contained a potentially hazardous sharp wire in the stuffing, leading CPSC staff to believe that a significant portion of the other Squeeze Me Bears in stores and consumers homes also may contain such wires; a similar recall of another importer's brand of stuffed animals was initiated less than a month ago. The potential danger lies in the possibility that the wire may work its through the bear's fur. So far there have been no injuries reported to CPSC. In addition, during CPSC testing which simulated normal use and abuse of the toy by a young child, some noses of the bears fell off, thus posing a potential choking hazard to young children. Accordingly, these stuffed toys have been determined to be banned hazardous substances under the Federal Hazardous Substances Act. Consumers are being urged to return their Squeeze Me Bears to the retailer where the toy was purchased for a full refund. The distributor will alert each of its customers to the hazards and the procedures to be followed in carrying out the recall. The distributor has ceased making further shipments of this stuffed toy.",80041,https://www.cpsc.gov/Recalls/1980/Squeeze-Me-Bear-Toy-Animals-Recalled-To-Eliminate-Safety-Hazards
Baby Cookie Monster Toys Sold with DVD at Wal-Mart Recalled for Choking Hazard,10/18/2006,"This recall involves the Baby Cookie Monster plush toy packaged with certain Sesame Beginnings Make Music Together DVDs. The blue plush toy has a small, felt fabric cookie attached to its hand. The plush toy and DVD are packaged in a yellow and green box with the words Sesame Beginnings and Make Music Together printed on the front. The product is labeled for children ages 6 months and up.",7009,https://www.cpsc.gov/Recalls/2007/Baby-Cookie-Monster-Toys-Sold-with-DVD-at-Wal-Mart-Recalled-for-Choking-Hazard
"Hyman Products, Inc. Recalls Jingle Bell Cat & Jingle Bell Dog Due To Choking Hazard",1/16/1992,"January 16, 1992 Release # 92-044 Hyman Products, Inc. Recalls Jingle Bell Cat and Jingle Bell Dog Due To Choking Hazard WASHINGTON, DC -- In cooperation with the U.S. Consumer Product Safety Commission (CPSC), Hyman Products, Inc., of Maryland Heights, MO is voluntarily recalling 700 Jingle Bell Cat plush toys, item A0534, and 50 Jingle Bell Dog plush toys, item A0533. When CPSC tested the toys in accordance with regulations under the Federal Hazardous Substances Act, the zipper clasp separated posing a potential choking or aspiration hazard for young children. The cat is white and the dog is tan and white in color. Both toys are 12 inches high and are wearing Santa Claus hats decorated with sprigs of holly. The cat has a green, red and gold plaid bow around its neck. The dog has a green bow around its neck. Both stuffed toys have soft plush bodies. Zippers on the backs of both toys open into small cloth-lined compartments that house voiceboxes which, when activated, play Jingle Bells with meowing for the cat and barking for the dog. The voiceboxes are battery-powered and are activated by pressing on the animals' bodies. Imprinted on the voicebox is MADE IN TAIWAN. The Jingle Bell Cat, imported by Hyman Products, Inc. was sold nationwide to seven retail toy and gift stores from October 11, 1991 through November 1, 1991. The Jingle Bell Dog, also imported by Hyman Products, Inc., was sold nationwide to nine retail toy and gift stores from November 7, 1991, through November 15, 1991. Each toy sold for a retail price of $29.99 each. Consumers are urged to take the toys away from young children immediately and return them to the store where purchased for a full refund of the purchase price. For more information about this recall, consumers may contact Hyman Products, Inc. at 1-800-800-3344 or (314) 739-1990. Neither the CPSC nor the company is aware of any injuries involving these products. This voluntary recall is being conducted to prevent the possibility of injury. The potentially hazardous toys were identified at the Port of Chicago, IL, during a joint CPSC/U.S. Customs surveillance program. The CPSC is announcing this recall as part of its mission to protect the public from unreasonable risks of injury and death associated with consumer products. The Commission's objective is to reduce the estimated 28.5 million injuries and 21,600 deaths associated each year with the 15,000 different types of consumer products under CPSC's jurisdiction",92044,https://www.cpsc.gov/Recalls/1992/Hyman-Products-Inc-Recalls-Jingle-Bell-Cat--Jingle-Bell-Dog-Due-To-Choking-Hazard
Pot Belly Toy Animals Recalled by Daekor,10/31/1980,"Pot Belly Toy Animals Recalled by Daekor NEWS from CPSC U.S. Consumer Product Safety Commission Office of Information and Public Affairs Washington, DC 20207 FOR IMMEDIATE RELEASE October 31, 1980 Release # 80-039 Millions Of Pot Belly Toy Animals Being Recalled To Eliminate Safety Hazards WASHINGTON, D.C. (October 31) -- The highly popular Pot Belly line of children's stuffed animals is being recalled by the importer in cooperation with the U.S. Consumer Product Safety Commission because the toys may present hazards which could injure young children. More than five million of the five different types of Pot Bellies have been sold nationwide in a variety of sizes since late in 1978. Pot Bellies are distributed to more than 2,800 toy stores, department stores and other retailers by the Daekor division of Hudson Brands, Ltd., of New York City. CPSC has received a number of consumer complaints of small wires protruding from the toy animals; however, there have been no reports of serious injuries to date. Testing by CPSC revealed that a substantial percentage of the toys tested contained sharp wires in the stuffing. When tested under the terms of a CPSC regulation designed to prevent children under the age of three years from swallowing and choking on small parts of toys, some of the Pot Bellies failed the test. Accordingly, these stuffed toys -- until inspected by the importer to ensure their safety -- have been determined to be banned hazardous substances under the Federal Hazardous Substances Act. Once inspected and found free of wires, the toys may be distributed. CPSC also discovered through testing that the bean bag variety of smaller Pot Bellies presents another hazard in addition to the potential presence of small wires. The bottoms of bean bag Pot Bellies are stuffed with crushed walnut shells which could be swallowed by children if the toy animals come apart at the seams (as some did during the CPSC testing). Consumers are being urged to return their Pot Belly stuffed animals to the retailer where the toy was purchased for a full refund or replacement. Pot Bellies have been sold at retail prices ranging from $8 to $30, depending on their size. Refunds only are being offered to consumers who return bean bag Pot Bellies to the retailer. (The importer also has distributed about 5,000 large Pot Belly koala bears and brown bears which are not being subjected to the ban or the recall. These 40-inch-long bears were manufactured by a Brooklyn, N.Y., company which used a different stuffing material.) Hudson Brands will alert each retailer to the hazards and the procedures to be followed in carrying out the recall and inspection program, and also will inspect all further shipments of these toy animals to ensure that there are no wires in the stuffing.",80039,https://www.cpsc.gov/Recalls/1980/Millions-Of-Pot-Belly-Toy-Animals-Being-Recalled-To-Eliminate-Safety-Hazards
"James Industries, Inc. Recalls Slinky Pull Toys",11/21/1989,"November 21, 1989 Release # 90-010 James Industries, Inc. Recalls Slinky Pull Toys WASHINGTON, DC. -- In cooperation with the U.S. Consumer Product Safety Commission (CPSC), James Industries, Inc., Hollidaysburg, PA announced a voluntary recall of Slinky pull toys in the form of a train, worm, seal, frog, caterpillar, dalmation, and kitten. The company has determined that the red paint used on the eyes, tongue, and cheeks of the toys may contain lead in excess of 0.06 percent and are not in compliance with CPSC regulations limiting lead content in paint on children's articles. The pull toys all have red and white pull cords and come in two assortments: Assortment #590 Model #200 - Slinky Train - red, white and blueModel #225 - Slinky Dalmation - red, white and blackModel #310 - Slinky Caterpillar - dark green, light green, and yellow Assortment #490 Model #425 - Slinky Seal - blueModel #440 - Slinky Frog - greenModel #250 - Slinky Worm - red and yellowModel #480 - Slinky Kitten - pink and blueWhile thousands of these toys were sold nationwide in variety and chain stores since 1986, no injury reports or consumer complaints have been received by the company or CPSC. Consumers should remove these toys from their children and return them to the store where purchased for an exchange or refund. Consumers may also return their Slinky toys to James Industries, Inc., Beaver Street Extension, P.O. Box 407, Hollidaysburg, PA 16648",90010,https://www.cpsc.gov/Recalls/1990/James-Industries-Inc-Recalls-Slinky-Pull-Toys
"CPSC, Target Stores Recall Inflatable Snoopy Christmas Toys",12/21/1994,"December 21, 1994 Release # 95-044 WASHINGTON, D.C. - CPSC, Target Stores of Minneapolis, Minn., is voluntarily recalling about 48,000 Inflatable Snoopy Plastic Christmas children's toys.Target received one report of a child who was found with the inflator plug, detached from the Snoopy toy, in the child's mouth. While no injury resulted, the inflator plug, if removed from the toy, presents a potential choking hazard to young children.The toys, sold inflated, come in the following three styles, all of which include a ringing ball inside the inflatable, plastic form: (1) a green, plastic, miniature punching bag with the Snoopy character dressed as Santa; (2) a round, red, plastic ball with the Snoopy character dressed as Santa going down a chimney; (3) and a rattle-shaped plastic toy in green with Snoopy, a snowflake, and Woodstock, or in blue with Woodstock and Snoopy in front of a wreath. Target Stores sold the toys nationwide from October 1994 to December 1994 for $1.99.The toys should be taken away from young children immediately and returned to the store where purchased for a full refund. For more information about this recall, call CPSC at (800) 638-2772 or write Target Stores at 33 South Sixth Street, Minneapolis, MN 55440-1392 Attention Quality Assurance, CC 13-B.Neither CPSC nor Target Stores is aware of any injuries involving this toy; this recall is being conducted to prevent the possibility of injury",95044,https://www.cpsc.gov/Recalls/1995/CPSC-Target-Stores-Recall-Inflatable-Snoopy-Christmas-Toys
"CPSC, The Betesh Group Announce Recall of Busy Bug Plush Toys",2/27/2003,"The recalled toy is a small plush bug with two springy black antennae with orange round fabric ends. The bug has a blue stuffed round face with a red musical nose that blinks when pressed. The body of the bug is segmented in various colors and patterns. Striped elastic legs are attached to the body along with crinkly, iridescent wings. Smart Scents, and Made In China are printed on a label on the side of the bug. The UPC code 778267862920 is on the packaging.",3086,https://www.cpsc.gov/Recalls/2003/CPSC-The-Betesh-Group-Announce-Recall-of-Busy-Bug-Plush-Toys-
