Disclaimer: CPSC does not guarantee the accuracy, completeness, or adequacy of the contents of the Publicly Available Consumer Product Safety Information Database on SaferProducts.gov, particularly with respect to information submitted by people outside of CPSC.
"Toy Cars Recalled by Kellogg",6/29/2000 ,"Toy Cars Recalled by Kellogg NEWS from CPSC U.S. Consumer Product Safety Commission Office of Information and Public Affairs Washington, DC 20207 FOR IMMEDIATE RELEASE June 29, 2000 Release # 00-136 Kellogg's Recall Hotline: (800) 962-0037 CPSC Consumer Hotline: (800) 638-2772 CPSC Media Contact: Ken Giles, (301) 504-7052 CPSC, Kellogg Company Announce Recall of Toy Cars Inside Boxes of Cereal WASHINGTON, D.C. - In cooperation with the U.S. Consumer Product Safety Commission (CPSC), Kellogg Company, of Battle Creek, Mich., is recalling 837,000 toy cars, that were packed inside some Kellogg's cereal boxes. The tires can detach from the wheels of these cars, posing a choking hazard for young children. Kellogg has received two reports of the tires detaching from the wheels of these toy cars. No injuries have been reported. These Nascar® Pull'N Go Hot Wheels® style toy cars are red and yellow with a white hood. Pulling the car backwards a few inches on a surface causes it to go forward. Kellogg's™, is written on the hood, and the number 5™ and Terry Labonte™ is written on the roof. The words China and MFG. FOR KELLOGG CO.?, © 2000 are molded into the plastic underframe. No other Kellogg's® Pull'N Go cars or Hot Wheels® cars are part of this recall. MFG. FOR KELLOGG CO.?, © 2000 KELLOGG CO. Various club and a few grocery stores nationwide sold these cars in specially marked packages of Kellogg's® Tri-Fun-Pak™ 40-ounce box, Kellogg's® Froot Loops® 43.6-ounce box, Kellogg's® Mini-Wheats® Frosted Bite Size 58.8-ounce box, and Kellogg's® Crispix® 31.4-ounce box. The cars were distributed inside boxes of these cereals from March 2000 through June 2000. Consumers should take these toy cars away from young children immediately, and send the cars to Kellogg to get a free replacement item and reimbursement for postage. Send the car, along with your name and address to Kellogg Company, P.O. Box 185654, Battle Creek MI 49018-5654. For more information, visit Kellogg's web site (note - recall no longer available on firm's web site) or call Kellogg Co. at (800) 962-0037 anytime.",00136,https://www.cpsc.gov/Recalls/2000/CPSC-Kellogg-Company-Announce-Recall-of-Toy-Cars-Inside-Boxes-of-Cereal
"Toy Cars Recalled by Dollar General Due to Violation of Lead Paint Standard",11/7/2007 ,"The recall involves two styles of pull and release toy cars, including a four-pack of Super Wheels (UPC #400016576344) and a two-pack of Super Racer cars (UPC # 883788965002).",08068,https://www.cpsc.gov/Recalls/2008/Toy-Cars-Recalled-by-Dollar-General-Due-to-Violation-of-Lead-Paint-Standard
"Fisher-Price Recalls Kiddicraft Racing Rover Car",8/17/1993 ,"August 17, 1993 Release # 93-103 PRODUCT: Approximately 100,000 Fisher-Price Kiddiecraft Racing Rover cars sold nationwide during 1991 and 1992. The cars are bright yellow with a white and black dog as the driver. The car is propelled forward when the dog's head is pushed down and released. PROBLEM: Some children have removed the top part of the dog's head from the toy, creating a small part that could become a choking hazard. WHAT TO DO: Consumers should cut the plastic ears off of the dog and discard the rest of the toy. Both ears should then be sent to: Fisher-Price, Consumer Affairs, 636 Girard Avenue, East Aurora, NY 14052. Consumers will receive a $10.00 refund. For more information, consumers may call 1-800-233-4004. WASHINGTON, DC -- CPSC, Fisher-Price, Inc., East Aurora, NY is voluntarily recalling its Kiddicraft Racing Rover car after learning of several instances in which children removed the top part of the dog's head from the product. This creates a small part that could become a choking hazard. The recall affects approximately 100,000 Racing Rover cars sold nationwide during 1991 and 1992. The Racing Rover toy is a bright yellow race car with a white and black dog as the driver that propels the car forward when its head is pushed down and released. The toy is recommended for children ages one to four years. Fisher-Price has learned of two instances of children choking on the small part created after the top part of the dog's head was removed. CPSC received reports of two additional incidents. No injuries were reported as a result of this problem. To eliminate the potential choking hazard, Fisher-Price is asking consumers to cut the plastic ears off of the dog and discard the rest of the toy. Consumers should then send both ears to Fisher-Price, Consumer Affairs, 636 Girard Avenue, East Aurora, NY 14052, for a $10.00 refund, the approximate retail price. Consumers who have questions regarding this recall may call Fisher-Price toll free at 1-800-233-4004 between 8:00 a.m. and 5:00 p.m. Eastern Time. Fisher-Price is asking consumers not to return the Racing Rovers to retailers, but rather to contact Fisher-Price for a refund",93103,https://www.cpsc.gov/Recalls/1993/Fisher-Price-Recalls-Kiddicraft-Racing-Rover-Car
"CPSC, KB Gear Announce Recall of Computer Mouse Sets",11/28/2001 ,"Originally issued November 28, 2001, Revised September 29, 2003 Release # 02-048 Computer Mouse Recall Hotline: (800) 321-0183 CPSC Consumer Hotline: (800) 638-2772 CPSC Media Contact: (301) 504-7908 Note: Offer change. CPSC, KB Gear Announce Recall of Computer Mouse Sets WASHINGTON, D.C. - The U.S. Consumer Product Safety Commission (CPSC) and KB Gear are announcing a recall of about 49,000 computer mouse sets for children. The mouse ball can separate from the mouse and pose a choking hazard to young children. CPSC received a report of a 2-year-old girl who placed the mouse ball in her mouth. Her parents were able to take the ball away from the girl before she was injured.The Cozy Coupe Computer Mouse was distributed by KB Gear under license from Little Tikes Co., of Hudson, Ohio. KB Gear liquidated and as of Nov. 1, 2001, is no longer in business. As a result, the company is unable to provide consumers with a remedy. To encourage consumers to destroy the computer mouse and as a gesture of goodwill, Little Tikes is offering an equivalent $10 Little Tikes toy to consumers who return the retaining ring from the bottom of the mouse. The Cozy Coupe Computer Mouse is a fully functional computer mouse, shaped like a toy car. The car is plastic and has a red body and yellow roof. A sticker on the back of the car that is shaped like a license plate says, Cool Car. The computer mouse set also includes two software packages: Junior Net, a program that provides children with access to a safe environment for e-mailing and participating in animated games; and Jump*Start Preschool, a CD with 10 sing and learn songs. Internet retailers, toy, electronics and discount stores nationwide sold these computer mouse sets from September 1999 to August 2001 for between $5 and $20. Consumers should take the computer mouse away from children immediately and contact Little Tikes at www.littletikes.com or at (800) 321-0183 between 8 a.m. and 6 p.m. ET Monday through Friday to obtain an equivalent $10 Little Tikes toy",02048,https://www.cpsc.gov/Recalls/2002/CPSC-KB-Gear-Announce-Recall-of-Computer-Mouse-Sets
"CPSC And McDonald's Notice Of Doc DeLorean Exchange",5/8/1992 ,"MAY 8, 1992 Release # 92-083 CPSC And McDonald's Notice Of Doc DeLorean Exchange PRODUCT: Doc DeLorean Cars distributed by McDonald's as part of its Back to the Future Happy Meal program. PROBLEM: Nine children removed the rear tires from the cars. WHAT TO DO: Parents who have young children who might put this toy in their mouths may exchange the car at any local McDonald's restaurant. WASHINGTON, DC --- McDonald's, in cooperation with the U.S. Consumer Product Safety Commission (CPSC) today notified its customers of the possibility of a choking hazard involving its Doc DeLorean Car. McDonald's recently distributed this toy as part of its Back to the Future Happy Meal program. Because of McDonald's concern for the safety of its customers, it is voluntarily exchanging this car for a different premium. The exchange is being offered because McDonald's learned that some young children were able to remove the rear tires from the cars with their teeth. Some of these tires were found in children's mouths. There have been no injuries reported to date. Although the wheels of the car did not come off during McDonald's laboratory safety testing to CPSC standards, nine children were able to remove the rear tires. McDonald's urges parents who have young children who might put this toy in their mouths, to exchange the car at any local McDonald's restaurant. The Doc DeLorean car is a grey-blue sports car which was distributed at most McDonald's restaurants nationwide during April. More than eight million of these cars were distributed. This consumer information is being released jointly by McDonald's and the U.S. Consumer Product Safety Commission. Consumers who want further information may call McDonald's Customer Relations Department at (708) 575-6198 during normal business hours",92083,https://www.cpsc.gov/Recalls/1992/CPSC-And-McDonalds-Notice-Of-Doc-DeLorean-Exchange
"Fisher-Price Recalls Little People Wheelies Stand 'n Play Rampway Due to Choking Hazard",9/30/2010 ,"The recall involves Little People Wheelies Stand 'n Play Rampway with model numbers T4261 and V6378. They were sold with small cars that a child can push down winding ramps. Only the purple and the green cars that are marked Mexico and do not have a yellow dot on the bottom are included in the recall. The toy is intended for children 1 1/2 to 5 years of age.",10360,https://www.cpsc.gov/Recalls/2010/Fisher-Price-Recalls-Little-People-Wheelies-Stand-n-Play-Rampway-Due-to-Choking-Hazard
"CPSC, K'NEX Industries Announce Recall of Children' Toys",1/20/2004 ,"The recalled K'NEX Pump Up Racers come in two models: the Mud Bogger, which has a yellow car body and the Street Shredder, which has a red car body. Both models have a date code beginning with 7803, which is located on the bottom of the air motor, directly under the name K'NEX Industries Inc. The toy cars come with a pump attachment that helps project the car forward.",04065,https://www.cpsc.gov/Recalls/2004/CPSC-KNEX-Industries-Announce-Recall-of-Childrens-Toys-
"Recall of Remote Controlled Toy Race Cars andGalileo Weather Thermometers",6/19/2001 ,"Recall of Remote Controlled Toy Race Cars and Galileo Weather Thermometers NEWS from CPSC U.S. Consumer Product Safety Commission Office of Information and Public Affairs Washington, DC 20207 FOR IMMEDIATE RELEASE June 19, 2001 Release # 01-166 CPSC Consumer Hotline: (800) 638-2772 CPSC Media Contact: Nychelle Fleming, (301) 504-7063 CPSC, Firms Announce Recall of Remote Controlled Toy Race Cars and Galileo Weather Thermometers The following product safety recalls were conducted by firms in cooperation with the CPSC. For more information about recalls, visit CPSC's web site at http://www.cpsc.gov. PRODUCT: Remote Controlled Toy Race Cars - Equity Marketing Inc., of Los Angeles, Calif., is voluntarily recalling about 4,300 Remote Controlled Race Cars. The remote controlled race cars are black with the number 28 printed in red on the doors and roof and the Texaco logo printed on the hood of the car. The cars are about 8-inches long by 3-inches wide and 2-inches high. A black cordless remote control is sold with the cars and reads in part  FORWARD, and REVERSE in yellow print. Participating Texaco gas stations nationwide sold the cars under the Need for Speed promotion from May 2001 through June 1, 2001 for about $12 with any $10 purchase. PROBLEM: Problems with the circuits are rendering some of the Remote Controlled Race Cars inoperable. These cars can overheat and emit smoke and may pose a potential burn hazard. INCIDENTS/INJURIES: Equity Marketing Inc. has received three reports of the toy cars emitting smoke. No injuries have been reported. WHAT TO DO: Consumers should stop using these cars immediately, remove the batteries from the remote controlled race cars and the remote controls and return the remote controlled race cars and remote controls to the Texaco station where purchased for a full refund. Consumers also may return the items for a full refund by obtaining a prepaid shipping label by calling Equity Marketing Inc. at (888) 747-4355 between 9 a.m. and 5 p.m. PT Monday through Friday or by writing to Remote Controlled Car Recall, Equity Marketing, Inc. at 6330 San Vicente Blvd., Los Angeles, CA 90048. For more information, consumers may also visit the firm's web site at www.equity-marketing.com. PRODUCT: Galileo Weather Thermometers - Nantucket Distributing Co. Inc., of South Yarmouth, Mass., is voluntarily recalling about 28,000 Galileo thermometers. The thermometers are made of glass. They are cylinder- shaped measuring about 17-inches high. Inside the cylinder are floating small glass spheres filled with various colors of liquid. Attached to each sphere is a metal disk with different temperatures embossed on both sides. The spheres float up and down within the cylinder to identify a temperature based on their position within the cylinder. A small gold sticker that says Made in China is on the bottom of the cylinder. The Christmas Tree Shops Inc. in Massachusetts, Maine, New Hampshire, Rhode Island, Connecticut, and Albany, New York sold these thermometers from June 2000 through December 2000 for $12.99. PROBLEM: The thermometers contain a liquid that is flammable and a hazardous substance that could be harmful or fatal if swallowed. INCIDENTS/INJURIES: CPSC and Nantucket Distributing Co. Inc. have received five reports of thermometers breaking resulting in two injuries. A man suffered burns to his hands when the thermometer broke near a stove and ignited his clothing. Another man suffered smoke inhalation when extinguishing a fire caused by candles igniting a broken thermometer. WHAT TO DO: Consumers should stop using these thermometers immediately and return them to the Christmas Tree Shops Inc. where purchased for a refund. For more information, consumers should call Christmas Tree Shops Inc. at (800) 876-9677 anytime, or visit the firm's web site at www.christmastreeshops.com.",01166,https://www.cpsc.gov/Recalls/2001/CPSC-Firms-Announce-Recall-of-Remote-Controlled-Toy-Race-Cars-and-Galileo-Weather-Thermometers
"McCrory Corporation Recalls Play Cars Because Of Choking Hazard",12/24/1991 ,"DECEMBER 24, 1991 Release # 92-037 McCrory Corporation Recalls Play Cars Because Of Choking Hazard WASHINGTON, DC -- In cooperation with the U.S. Consumer Product Safety Commission (CPSC), McCrory Corporation of York, PA is voluntarily recalling approximately 10,000 units of Play Cars, model no. 25 because the tires could detach and become a choking hazard to young children. These hollow plastic 4-1/2 inch cars were sold in sets of eight with two cars each in yellow, red, green, and blue. The solid black tires are held on with a metal axle. Each car has an embossed rear-windshield wiper, front windshield wipers and the words INDUSTRIA ARGENTINA on the undercarriage. These toy cars were sold nationwide between September 1, 1989 and December 12, 1991, by Bargain Time, Britts, Elmore, McCrory, H.L. Green, Kress, McClellan, T.G. and Y., Silver Kittinger, Newberry Stores, G.C. Murphy and some independent variety stores. Each set sold for approximately $2.29. The cardboard header reads in part: Play Cars, 8 Colorful, Freewheeling Cars. No. 25, Made in Argentina by Andresito... Neither the CPSC nor the company is aware of any injuries involving this product. This voluntary recall is being conducted to prevent the possibility of injury. These potentially hazardous toys were identified by the U.S. Public Interest Research Group. Consumers are urged to take the Play Cars away from young children immediately and return them to the store where purchased for a refund of the purchase price. Consumers with questions about this recall may contact McCrory Corporation toll-free at 1-800-284-3704. The U.S. Consumer Product Safety Commission is announcing this recall as part of its mission to protect the public from unreasonable risks of injury and death associated with consumer products. The Commission's objective is to reduce the estimated 28.5 million injuries and 21,600 deaths associated each year with the 15,000 different types of consumer products under CPSC's jurisdiction",92037,https://www.cpsc.gov/Recalls/1992/McCrory-Corporation-Recalls-Play-Cars-Because-Of-Choking-Hazard
"Target Stores Recalls My First Buddys Pop Pop Cars Due To Potential Choking And Aspiration Hazards",9/9/1992 ,"September 9, 1992 Release # 92-135 Target Stores Recalls My First Buddys Pop Pop Cars Due To Potential Choking And Aspiration Hazards PRODUCT: My First Buddys Pop Pop Cars, model number 4562. The push-along car has eyes as headlights and moving balls under hood of the car. PROBLEM: The small plastic balls under the hood may fall out, presenting potential choking and aspiration hazards to young children. WHAT TO DO: Consumers should discontinue use immediately and return the toys to the store where purchased for a full refund. Consumers may contact Target Stores at (612) 370-6000. WASHINGTON, DC -- In cooperation with the U.S. Consumer Product Safety Commission (CPSC), Target Stores of Minneapolis, MN, is voluntarily recalling 23,500 My First Buddys Pop Pop Cars, model number 4562. When CPSC tested the cars, the small plastic balls underneath the hood fell out, presenting potential choking and aspiration hazards to young children. Neither CPSC nor the company is aware of any injuries involving this product. This voluntary recall is being conducted to prevent the possibility of injury. The potentially hazardous toy was identified through a complaint received by CPSC from another company. The push-along car is eight inches long, four inches wide and 4-1/4 inches high with a white easy-grip handle. As the toy rolls, the headlights, which are eyes, move up and down; small colored balls, which are in the hood of the car under a clear cover, pop up; and a clicking noise comes from the rear wheels. The car is red, blue, and white with the words My First Buddys Pop Pop Car written on the sides and the word Turbo on the top of the windshield. The toy's package has a label that reads in part: My First Buddys Pop Pop Car * * * MADE TO BUDDY L SPECIFICATIONS IN CHINA. The My First Buddys Pop Pop Car, imported by Target Stores, was sold at retail stores nationwide from January 1991 to June 1992. The cars sold for $7.99 each. Consumers are urged to take the cars away from young children immediately and return them to the store where purchased for a full refund. For more information about this recall, consumers may contact Target Stores at (612) 370-6000. CPSC is announcing this recall as part of its mission to protect the public from unreasonable risks of injury and death associated with consumer products. The Commission's objective is to reduce the estimated 28.5 million injuries and 21,600 deaths associated each year with the 15,000 different types of consumer products under CPSC's jurisdiction",92135,https://www.cpsc.gov/Recalls/1992/Target-Stores-Recalls-My-First-Buddys-Pop-Pop-Cars-Due-To-Potential-Choking-And-Aspiration-Hazards
"McCrory Corporation And Crest Industries Corp. Recall Toy Racing Cars Due To Potential Choking Hazards",9/28/1993 ,"September 28, 1993 Release # 93-108 : 28,800 Mini Racer F-1 racing car sets, item number 3360, imported and distributed by McCrory and Crest Industries nationwide between November 1, 1992 and May 31, 1993. The car sets were sold at a number of independent variety stores for $.99 each. The car sets contain six brightly-colored plastic racing cars in a cardboard blister package. Each racing car has a number on the hood and a decal on the air foil, behind the engine, that reads Fire Bird. PROBLEM: During routine testing of the cars by the Connecticut Department of Consumer Protection, the wheels and axles separated, presenting a potential choking hazard to young children. WHAT TO DO: Consumers are urged to take the cars away from young children immediately and return the cars to the stores where purchased for a full refund. For more information about this recall, consumers may call McCrory at: (800) 284-3704. WASHINGTON, DC -- CPSC, McCrory Stores, York, PA and Crest Industries Corp., Deer Park, NY are voluntarily recalling 28,800 Mini Racer F-1 racing car sets, item number 3360. During routine testing of the racing cars by the Connecticut Department of Consumer Protection, the wheels and axles separated, presenting a potential choking hazard to young children. The car sets contain six brightly-colored plastic Mini Racer F-1 racing cars in a cardboard blister package. The racing cars measure 3-1/2 inches long and 1-1/4 inches wide. Each car has the following: a number on the hood, two sets of wheels in the front and one set in the back, a silver engine, an air foil with a decal that reads Fire Bird, and a driver sitting in the seat. The label on the blister package reads in part: ITEM NO. 3360 . . . MADE IN CHINA. The Mini Racer F-1 racing cars were imported by Crest Industries from China and distributed by McCrory nationwide between November 1, 1992 and May 31, 1993. The racing car sets were sold at Britts, Elmore, McCrory, H.L. Green, Kress, McClellan, T. G. and Y., Silver, J.J. Newberry, G.C. Murphy, and some independent variety stores. They sold for $.99 each. Consumers are urged to take the cars away from young children immediately and return the toys to the stores where purchased for a full refund. Consumers who have questions about this recall may contact McCrory toll-free at: (800) 284-3704. Neither CPSC nor McCrory and Crest are aware of any injuries involving these racing cars. This voluntary recall is being conducted to prevent the possibility of injury. The potentially hazardous toys were identified by the Connecticut Department of Consumer Protection. CPSC is announcing this recall as part of its mission to protect the public from unreasonable risks of injury and death associated with consumer products. The Commission's objective is to reduce the estimated 28.6 million injuries and 21,700 deaths associated each year with the 15,000 different types of consumer products under CPSC's jurisdicition",93108,https://www.cpsc.gov/Recalls/1993/McCrory-Corporation-And-Crest-Industries-Corp-Recall-Toy-Racing-Cars-Due-To-Potential-Choking-Hazards
